movie_id,month,watch_hours,unique_viewers,completion_rate,avg_watch_time,churn_impact_score
M170,2021-06,232965,91511,0.3702,0.88,2.53
M171,2021-06,31254,9878,0.3635,0.5,3.48
M173,2021-06,37233,14106,0.3796,0.58,3.28
M175,2021-06,506100,262588,0.407,0.83,3.21
M176,2021-06,668917,223685,0.5631,0.8,4.75
M179,2021-06,111578,49550,0.5446,0.98,1.98
M180,2021-06,783901,246076,0.5798,0.78,3.42
M182,2021-06,1123948,363947,0.623,0.75,1.13
M183,2021-06,394456,130879,0.6198,1.08,2.04
M184,2021-06,306238,155500,0.5638,0.69,2.92
M185,2021-06,1063496,481187,0.5999,1.0,3.87
M186,2021-06,1435729,529890,0.6664,1.03,4.3
M188,2021-06,42048,21491,0.4784,1.14,4.18
M191,2021-06,4104837,2120293,0.6421,1.18,1.98
M192,2021-06,1002142,452759,0.6572,1.27,3.38
M193,2021-06,979496,487983,0.5794,0.97,2.16
M196,2021-06,342055,169198,0.5467,0.87,3.97
M197,2021-06,1439945,718128,0.6096,0.75,1.85
M198,2021-06,299423,114374,0.573,1.43,2.62
M199,2021-06,3508166,1720892,0.6572,1.06,2.5
M200,2021-06,1086810,438345,0.5935,1.4,1.06
M201,2021-06,107706,47253,0.5105,1.13,4.16
M204,2021-06,1947038,846868,0.598,1.37,4.38
M206,2021-06,2822932,1114125,0.6064,1.04,1.4
M208,2021-06,237082,125170,0.5277,1.23,4.88
M210,2021-06,4094385,1578781,0.6424,1.35,3.6
M211,2021-06,1238415,447809,0.6378,1.22,1.37
M214,2021-06,365369,123311,0.5232,0.67,1.91
M215,2021-06,1035215,396060,0.5732,0.93,3.54
M220,2021-06,2278430,1160706,0.6092,0.9,2.95
M221,2021-06,665942,254720,0.5981,1.32,1.78
M222,2021-06,102616,32942,0.7389,1.36,1.71
M102,2021-07,182511,72428,0.6656,1.01,2.1
M107,2021-07,1078061,482931,0.664,1.22,2.28
M109,2021-07,198270,80639,0.6382,1.02,4.7
M110,2021-07,1681156,624260,0.7289,1.6,1.85
M112,2021-07,8714410,3876478,0.7765,1.55,3.28
M114,2021-07,272210,134827,0.7043,1.4,1.63
M115,2021-07,976537,307704,0.7107,1.1,4.73
M116,2021-07,10462350,3488924,0.7832,1.3,3.98
M117,2021-07,524422,218927,0.6497,1.12,4.87
M120,2021-07,700173,239169,0.6907,1.46,1.83
M126,2021-07,139921,63234,0.5387,0.87,3.24
M129,2021-07,665192,316611,0.5651,0.86,2.3
M131,2021-07,9014203,3208164,0.6735,1.39,3.75
M132,2021-07,264958,106757,0.614,0.82,3.56
M136,2021-07,177402,76557,0.5862,1.27,2.3
M138,2021-07,1571131,660336,0.5776,0.84,1.35
M139,2021-07,120745,46407,0.5231,0.83,1.09
M140,2021-07,944393,498306,0.6193,1.43,4.62
M141,2021-07,169438,55765,0.5542,0.9,3.71
M142,2021-07,51079,23675,0.5174,0.9,2.59
M148,2021-07,208410,111613,0.5314,0.65,2.75
M149,2021-07,357999,142862,0.5849,1.14,3.54
M153,2021-07,863262,333121,0.4372,0.98,4.39
M154,2021-07,2948845,953857,0.4855,1.07,2.72
M155,2021-07,133592,54935,0.387,0.5,3.59
M157,2021-07,66536,26207,0.3636,0.45,3.3
M158,2021-07,446262,150789,0.3789,0.58,1.89
M159,2021-07,1034769,458416,0.4394,0.86,2.42
M162,2021-07,217143,72041,0.3646,0.52,1.1
M163,2021-07,1352466,453455,0.473,0.77,2.26
M164,2021-07,52116,24908,0.3441,0.83,1.87
M166,2021-07,171696,86182,0.4054,0.68,2.78
M170,2021-07,207139,73042,0.369,0.54,2.52
M171,2021-07,27014,13996,0.3483,0.47,4.03
M173,2021-07,29170,11739,0.3697,0.54,4.94
M175,2021-07,444407,192901,0.3978,0.48,4.21
M176,2021-07,545264,181724,0.5677,1.0,4.39
M179,2021-07,89603,28004,0.5292,0.96,4.81
M180,2021-07,646767,238985,0.5512,1.07,1.51
M182,2021-07,940722,339231,0.6481,1.51,3.64
M183,2021-07,326257,137035,0.5729,1.41,3.97
M184,2021-07,263040,128046,0.564,1.04,2.22
M185,2021-07,897004,291939,0.5883,0.96,4.56
M186,2021-07,1166930,386293,0.6857,1.36,3.1
M191,2021-07,3477267,1909627,0.6499,0.87,2.9
M192,2021-07,913426,304617,0.6568,1.33,2.25
M193,2021-07,811369,264803,0.5664,1.13,3.87
M196,2021-07,278813,97890,0.5526,0.76,4.77
M197,2021-07,1172207,612097,0.5947,0.79,1.9
M198,2021-07,252014,92546,0.5714,1.07,3.31
M199,2021-07,3061585,1069044,0.6416,1.25,4.74
M200,2021-07,854569,278504,0.5993,0.86,1.57
M201,2021-07,84059,28859,0.4981,0.91,2.38
M204,2021-07,1654480,562024,0.5989,1.2,3.18
M206,2021-07,2255278,1029324,0.6284,1.48,2.02
M208,2021-07,211193,85079,0.5224,0.86,3.08
M210,2021-07,3488614,1509182,0.6571,0.98,2.83
M211,2021-07,1040654,404821,0.6248,1.1,4.94
M214,2021-07,307823,102139,0.5402,1.35,1.78
M215,2021-07,902604,427652,0.5458,1.08,1.61
M220,2021-07,2066191,815045,0.64,1.56,3.12
M221,2021-07,556558,286856,0.5583,1.28,4.0
M222,2021-07,37281,11952,0.5305,1.3,4.8
M225,2021-07,4981856,1627345,0.6986,0.96,4.75
M102,2021-08,149364,69411,0.6398,1.28,4.84
M107,2021-08,882924,371831,0.6432,1.45,4.8
M109,2021-08,159116,54851,0.6563,1.5,1.28
M110,2021-08,1517573,693999,0.7406,1.8,1.61
M112,2021-08,14507584,4875084,0.95,1.27,3.51
M114,2021-08,241360,88585,0.6749,1.21,1.28
M115,2021-08,841400,273651,0.6891,1.17,4.56
M116,2021-08,8687702,3541467,0.7912,1.77,4.03
M117,2021-08,441221,226933,0.6739,1.13,4.48
M120,2021-08,620158,208709,0.6842,1.59,2.12
M126,2021-08,120396,55070,0.5276,1.21,4.93
M129,2021-08,565452,291232,0.5753,1.13,3.66
M131,2021-08,7473131,2582917,0.6804,1.15,3.08
M132,2021-08,228170,97691,0.6251,1.53,3.3
M136,2021-08,150188,52336,0.553,0.97,2.57
M138,2021-08,1347086,589218,0.6044,1.14,4.76
M139,2021-08,109580,40897,0.5189,1.01,1.1
M140,2021-08,825158,425706,0.621,1.43,2.01
M141,2021-08,150890,66131,0.5887,0.74,2.83
M142,2021-08,45098,20797,0.5147,0.98,2.29
M148,2021-08,177752,77690,0.5408,0.88,3.47
M149,2021-08,329549,110931,0.5514,1.18,3.56
M153,2021-08,713143,285706,0.3943,0.84,2.4
M154,2021-08,2716132,889341,0.4892,0.66,3.33
M155,2021-08,121935,43856,0.3675,0.63,3.78
M158,2021-08,391099,202982,0.4044,0.62,3.86
M159,2021-08,877952,372730,0.4591,1.04,4.55
M162,2021-08,176651,67991,0.3576,0.45,3.19
M163,2021-08,1170137,535947,0.4552,0.69,1.9
M166,2021-08,151806,72207,0.3576,0.71,4.35
M170,2021-08,172651,67134,0.3749,0.73,3.51
M171,2021-08,23388,7376,0.3733,0.84,2.05
M173,2021-08,25701,8398,0.3828,0.94,1.54
M175,2021-08,384260,120807,0.3938,0.97,4.14
M176,2021-08,473685,192083,0.5607,1.2,3.87
M179,2021-08,79622,30912,0.5693,0.72,3.48
M180,2021-08,568172,235691,0.5777,1.11,1.23
M182,2021-08,824176,273394,0.6124,1.31,3.28
M183,2021-08,296108,105045,0.5957,1.44,4.94
M184,2021-08,213728,87847,0.5419,1.05,4.5
M185,2021-08,794603,396919,0.597,0.72,3.44
M186,2021-08,1071193,465394,0.641,1.21,3.92
M191,2021-08,3159055,1470477,0.6301,0.9,3.6
M192,2021-08,750500,381487,0.6295,1.53,2.55
M193,2021-08,693544,249927,0.5619,0.93,3.83
M196,2021-08,248924,99587,0.5142,1.28,3.53
M197,2021-08,1019196,357294,0.6112,1.51,1.24
M198,2021-08,83196,108408,0.2692,0.33,4.62
M199,2021-08,2555102,850820,0.6778,0.97,1.87
M200,2021-08,757592,250780,0.6206,1.46,3.83
M201,2021-08,78370,38257,0.4924,0.62,3.15
M204,2021-08,1466712,470554,0.6054,1.0,1.72
M206,2021-08,2016035,658765,0.6099,1.46,4.75
M208,2021-08,183641,71534,0.5094,0.98,2.35
M210,2021-08,3089942,1447122,0.6609,1.1,4.67
M211,2021-08,966507,329273,0.6505,0.86,3.08
M214,2021-08,279927,124479,0.5364,0.92,3.19
M215,2021-08,730363,324830,0.5624,0.99,2.74
M218,2021-08,4203969,2293030,0.6552,1.05,4.97
M220,2021-08,1762060,612000,0.6299,1.53,2.23
M221,2021-08,488392,159585,0.5721,1.08,1.19
M222,2021-08,32533,15765,0.5432,1.27,3.95
M225,2021-08,4378380,2136205,0.6635,0.88,4.8
M102,2021-09,142628,50986,0.6096,1.24,1.06
M107,2021-09,292546,402435,0.299,0.68,4.33
M109,2021-09,149603,47016,0.6593,0.83,1.57
M110,2021-09,1243432,454479,0.7341,1.71,3.5
M112,2021-09,6383645,2106706,0.7748,1.35,2.65
M114,2021-09,207701,67842,0.6948,1.4,2.58
M115,2021-09,718647,295888,0.6991,0.94,4.61
M116,2021-09,7899529,3840871,0.7724,1.61,4.72
M117,2021-09,393388,154223,0.6322,0.86,4.29
M120,2021-09,554867,177257,0.6577,1.64,2.88
M126,2021-09,99502,46932,0.5517,1.24,1.97
M129,2021-09,521902,216256,0.5371,1.3,4.07
M131,2021-09,6606864,3154230,0.6559,1.08,4.8
M132,2021-09,199976,87319,0.6,0.84,2.17
M136,2021-09,130971,63653,0.5397,1.26,1.28
M138,2021-09,1126202,443390,0.5878,0.75,3.74
M139,2021-09,92487,36298,0.5059,0.85,1.57
M140,2021-09,667763,313927,0.5891,1.3,1.48
M141,2021-09,125025,46658,0.5632,1.34,4.75
M142,2021-09,38293,17441,0.5008,1.05,3.45
M148,2021-09,154995,48692,0.5177,0.98,2.44
M149,2021-09,272900,101377,0.5437,1.28,2.47
M153,2021-09,607516,207511,0.3887,0.74,1.91
M154,2021-09,2292297,770212,0.4656,0.81,3.93
M155,2021-09,102345,43665,0.3542,0.76,1.82
M158,2021-09,343496,166152,0.3807,0.76,4.6
M159,2021-09,770830,268622,0.4299,0.59,1.43
M160,2021-09,1749310,787818,0.4966,0.63,1.87
M162,2021-09,158750,78612,0.3692,0.66,3.78
M163,2021-09,998791,365350,0.4407,0.62,2.61
M166,2021-09,134764,64886,0.3741,0.51,4.73
M170,2021-09,149935,48269,0.3736,0.78,4.15
M171,2021-09,18992,10480,0.3756,0.6,4.61
M173,2021-09,22169,11024,0.3432,0.82,3.33
M175,2021-09,335900,136260,0.4132,0.8,4.6
M176,2021-09,401235,168496,0.5666,1.09,2.88
M179,2021-09,72024,26039,0.5602,0.78,2.78
M180,2021-09,510389,256497,0.544,0.67,3.75
M182,2021-09,755405,243418,0.6292,1.55,4.79
M183,2021-09,250576,82430,0.6044,0.83,2.2
M184,2021-09,190650,94884,0.5596,1.37,2.28
M185,2021-09,681687,217912,0.5692,0.69,4.56
M186,2021-09,913315,448432,0.6726,1.26,4.66
M189,2021-09,7971263,2598073,0.6526,1.16,2.73
M191,2021-09,2590966,909111,0.633,1.21,1.52
M192,2021-09,688266,257407,0.6567,1.56,2.52
M193,2021-09,586325,213935,0.5848,1.35,4.14
M196,2021-09,208768,91605,0.5471,1.0,2.07
M197,2021-09,943109,305580,0.5842,1.09,1.45
M198,2021-09,201661,68856,0.5504,0.77,4.21
M199,2021-09,5080812,1489619,0.8757,1.75,1.62
M200,2021-09,682219,225908,0.593,0.79,1.49
M201,2021-09,67599,32509,0.5173,1.26,1.02
M204,2021-09,1266346,595561,0.5625,1.06,2.9
M206,2021-09,1713500,538311,0.6103,1.27,4.46
M208,2021-09,148222,71990,0.4853,0.67,3.17
M210,2021-09,2867614,1031532,0.6501,1.05,4.97
M211,2021-09,788478,293178,0.6296,0.99,2.71
M214,2021-09,249118,88039,0.5315,0.81,4.02
M215,2021-09,631760,334637,0.5522,1.25,1.32
M218,2021-09,3934972,1404066,0.6456,1.27,4.67
M220,2021-09,1486111,539714,0.6239,1.43,2.8
M221,2021-09,434434,175697,0.565,1.41,1.76
M222,2021-09,29309,15759,0.5076,1.22,4.39
M225,2021-09,4002067,1634114,0.685,1.49,2.68
M102,2021-10,117777,59030,0.6158,1.06,1.06
M107,2021-10,745084,273276,0.6326,0.84,2.57
M109,2021-10,124034,54586,0.6131,1.5,3.2
M110,2021-10,1113666,448850,0.7202,1.01,4.88
M112,2021-10,5646295,1794744,0.7353,1.16,1.94
M114,2021-10,401450,118547,0.9363,1.89,3.74
M115,2021-10,628712,319048,0.6665,1.5,4.46
M116,2021-10,7007480,2218537,0.7532,1.11,2.3
M117,2021-10,347375,115001,0.6276,1.4,3.22
M120,2021-10,483822,213750,0.6337,1.28,4.88
M126,2021-10,90334,34347,0.5169,0.94,1.08
M129,2021-10,463675,239772,0.5625,1.03,3.41
M131,2021-10,6336424,2016953,0.6483,1.44,2.1
M132,2021-10,166635,55788,0.588,0.96,4.3
M136,2021-10,122405,61063,0.5386,1.07,3.15
M138,2021-10,1067529,394770,0.6029,1.3,3.94
M139,2021-10,81271,27847,0.4841,1.1,1.04
M140,2021-10,608474,303981,0.5663,0.74,2.86
M141,2021-10,119697,59649,0.5613,1.23,1.43
M148,2021-10,138107,63168,0.5253,0.72,4.82
M149,2021-10,244365,81054,0.5576,1.19,3.2
M153,2021-10,578165,213750,0.3978,0.5,2.13
M154,2021-10,2089076,804746,0.4887,0.67,1.26
M155,2021-10,88523,43993,0.3586,0.78,4.89
M158,2021-10,311859,131160,0.405,0.76,3.57
M159,2021-10,681649,337955,0.4471,0.6,4.65
M160,2021-10,1511890,708154,0.4837,1.11,1.9
M162,2021-10,135563,64351,0.3581,0.66,2.29
M163,2021-10,928094,338922,0.4245,0.88,3.79
M166,2021-10,118317,63742,0.3795,0.46,3.81
M170,2021-10,137990,59597,0.3844,0.73,4.66
M171,2021-10,18154,8274,0.3568,0.52,3.43
M173,2021-10,20148,8923,0.342,0.42,3.41
M175,2021-10,296465,117807,0.3948,0.89,3.97
M176,2021-10,385620,185376,0.5635,1.17,4.55
M179,2021-10,63650,27610,0.5127,1.2,2.01
M180,2021-10,447535,200341,0.5308,0.98,3.88
M182,2021-10,671650,275149,0.6145,1.12,3.39
M183,2021-10,229686,84016,0.5969,0.72,1.12
M184,2021-10,343717,174780,0.7262,1.78,1.39
M185,2021-10,592039,218942,0.6085,0.95,3.61
M186,2021-10,810014,438084,0.631,1.52,4.93
M189,2021-10,7441993,3780626,0.6768,1.59,4.73
M191,2021-10,2355807,1203402,0.6262,1.32,2.09
M192,2021-10,563790,217803,0.6182,1.06,2.51
M193,2021-10,526144,218727,0.5683,1.34,3.63
M196,2021-10,197257,65167,0.5305,0.82,3.68
M197,2021-10,850071,411996,0.6095,0.77,3.25
M198,2021-10,181715,70363,0.5751,1.25,2.15
M199,2021-10,1919545,829458,0.661,1.57,3.9
M200,2021-10,607206,269989,0.597,1.01,4.93
M201,2021-10,61011,30403,0.5086,0.88,4.85
M204,2021-10,1061988,492920,0.5619,1.0,3.16
M206,2021-10,1610271,528713,0.5922,0.82,2.37
M207,2021-10,4017793,1413366,0.6926,1.54,4.3
M208,2021-10,137422,46539,0.524,0.98,3.3
M210,2021-10,2404611,935417,0.6571,1.46,2.96
M211,2021-10,718816,241939,0.6137,1.39,1.88
M214,2021-10,213747,90143,0.5376,0.96,4.34
M215,2021-10,613628,297348,0.53,0.71,1.58
M218,2021-10,3303619,1055417,0.6521,1.24,1.39
M220,2021-10,1391716,759294,0.5866,1.3,1.29
M221,2021-10,372062,118815,0.5561,1.17,2.2
M222,2021-10,25802,12334,0.5064,1.01,1.17
M225,2021-10,3433470,1861842,0.651,1.51,2.54
M102,2021-11,113275,58473,0.6284,1.55,2.96
M107,2021-11,633361,341592,0.6424,1.22,1.33
M109,2021-11,119890,42789,0.6521,0.99,4.94
M110,2021-11,999544,447475,0.7169,1.24,1.04
M112,2021-11,5200605,1729037,0.765,1.42,2.85
M114,2021-11,177438,75716,0.6882,1.35,3.79
M115,2021-11,578586,188884,0.6687,1.09,1.44
M116,2021-11,2857346,2112097,0.3393,0.76,4.62
M117,2021-11,334526,179715,0.6151,1.41,1.91
M120,2021-11,437065,157155,0.6636,1.44,4.79
M126,2021-11,85337,35360,0.5183,0.98,3.78
M129,2021-11,429180,220221,0.5437,0.95,1.26
M131,2021-11,5462390,1746217,0.6479,1.54,4.5
M132,2021-11,152110,75049,0.6085,1.52,2.49
M136,2021-11,109634,57898,0.5595,1.08,1.93
M138,2021-11,1761500,892462,0.8191,1.1,3.66
M140,2021-11,574256,316848,0.604,1.4,4.2
M141,2021-11,102264,41492,0.5489,1.11,3.17
M146,2021-11,7550608,3766720,0.6563,0.85,3.05
M148,2021-11,135122,52117,0.4974,0.83,1.9
M149,2021-11,226611,120311,0.5466,0.68,3.69
M153,2021-11,543943,231752,0.4048,0.55,3.46
M154,2021-11,1951809,641147,0.4733,0.94,2.15
M155,2021-11,86656,36019,0.3305,0.78,1.58
M158,2021-11,293665,126725,0.3837,0.92,2.21
M159,2021-11,631945,279878,0.4179,0.71,4.48
M160,2021-11,1440766,519503,0.4942,0.96,2.88
M162,2021-11,124617,50136,0.3601,0.55,2.07
M163,2021-11,810781,367780,0.4457,1.06,3.26
M166,2021-11,106172,47634,0.3878,0.6,2.7
M170,2021-11,127162,44220,0.3805,0.6,3.75
M175,2021-11,263831,103063,0.3871,0.55,3.9
M176,2021-11,352837,130969,0.5403,0.78,3.59
M179,2021-11,56501,26354,0.5292,1.0,1.59
M180,2021-11,413112,191828,0.5633,0.68,1.76
M182,2021-11,626717,202236,0.6127,0.96,3.27
M183,2021-11,198525,106084,0.5664,1.03,2.55
M184,2021-11,152363,74195,0.5181,1.19,2.11
M185,2021-11,551038,253259,0.5942,0.87,4.57
M186,2021-11,760385,419222,0.6369,1.12,1.92
M189,2021-11,6623325,2548546,0.6533,0.91,3.21
M191,2021-11,2185257,1036737,0.6253,1.25,4.82
M192,2021-11,519300,183068,0.6589,0.87,4.38
M193,2021-11,490144,200606,0.5483,0.73,1.96
M196,2021-11,169737,64996,0.52,0.69,1.33
M197,2021-11,759878,314059,0.607,1.03,3.17
M198,2021-11,157275,51828,0.5596,0.91,3.0
M199,2021-11,1847818,621427,0.6453,1.28,3.8
M200,2021-11,546892,188369,0.5704,0.87,2.16
M201,2021-11,53034,20083,0.4935,0.75,3.79
M204,2021-11,1006767,344766,0.5694,1.05,3.9
M206,2021-11,1504680,781552,0.5827,1.45,2.91
M207,2021-11,3515123,1173622,0.6773,1.56,4.92
M208,2021-11,125332,43745,0.4795,1.01,1.2
M210,2021-11,2162158,696388,0.6277,0.98,4.66
M211,2021-11,651451,291315,0.616,0.78,3.62
M214,2021-11,203724,64975,0.5421,1.31,4.58
M215,2021-11,527408,179952,0.5348,0.71,4.27
M218,2021-11,3054195,1547374,0.6581,0.92,4.73
M220,2021-11,1206206,665586,0.6228,0.76,3.02
M221,2021-11,333845,167851,0.5324,1.24,4.34
M222,2021-11,24027,10966,0.4923,0.75,3.56
M225,2021-11,6711093,3297591,0.9085,1.89,2.58
M102,2021-12,104677,44252,0.6143,1.02,3.42
M107,2021-12,625472,219534,0.6496,1.2,3.0
M109,2021-12,111596,53404,0.63,1.25,2.65
M110,2021-12,954892,411046,0.6877,1.21,3.55
M112,2021-12,4813623,1598532,0.7595,1.21,1.98
M114,2021-12,153498,72476,0.658,1.19,4.53
M115,2021-12,533125,223802,0.6506,1.56,2.18
M116,2021-12,5741869,2342544,0.7573,1.5,2.42
M117,2021-12,301604,122208,0.6467,1.07,1.77
M120,2021-12,422247,207765,0.6616,1.03,1.1
M126,2021-12,76272,30152,0.4962,0.89,3.49
M129,2021-12,383463,204919,0.5408,0.99,4.05
M131,2021-12,4935131,1707048,0.6614,1.63,4.73
M132,2021-12,144098,52882,0.597,0.83,4.66
M136,2021-12,99612,42615,0.5347,1.3,1.78
M138,2021-12,881015,369456,0.5863,0.9,4.66
M140,2021-12,501221,264815,0.5979,0.77,2.87
M141,2021-12,101828,32903,0.5447,1.29,3.47
M146,2021-12,7089195,2370309,0.6928,1.63,4.26
M148,2021-12,117374,42979,0.5063,1.0,3.73
M149,2021-12,220452,76291,0.5323,0.83,4.76
M153,2021-12,473562,149772,0.4206,0.94,2.03
M154,2021-12,1808844,701913,0.4797,0.87,1.61
M156,2021-12,1166387,455781,0.4731,0.77,1.32
M158,2021-12,259098,104743,0.4069,0.96,2.74
M159,2021-12,599342,297342,0.4227,0.57,1.94
M160,2021-12,1354831,544413,0.4924,1.13,2.15
M162,2021-12,121058,59609,0.3475,0.45,1.33
M163,2021-12,787344,434543,0.4435,1.09,4.23
M166,2021-12,100928,31653,0.3431,0.85,2.47
M170,2021-12,117774,39822,0.3504,0.83,2.32
M175,2021-12,236159,90274,0.4169,0.6,1.68
M176,2021-12,311433,97601,0.5304,1.0,4.33
M179,2021-12,51143,27046,0.5303,1.12,1.38
M180,2021-12,381682,138058,0.5116,1.08,4.24
M182,2021-12,548540,218330,0.5997,1.35,1.94
M183,2021-12,197536,88459,0.5563,0.78,1.32
M184,2021-12,147277,74957,0.5004,0.65,4.08
M185,2021-12,515810,197554,0.5859,1.19,4.77
M186,2021-12,701541,267484,0.6619,0.82,1.63
M189,2021-12,5873157,3103422,0.6366,0.92,2.99
M191,2021-12,2085756,885113,0.6155,1.0,4.87
M192,2021-12,495513,221141,0.6508,0.79,4.13
M193,2021-12,485321,203734,0.5593,1.31,1.96
M196,2021-12,161310,51374,0.5304,1.17,3.53
M197,2021-12,1469292,468079,0.8172,1.51,1.84
M198,2021-12,146163,53694,0.5668,1.34,4.97
M199,2021-12,1706643,642291,0.6317,1.13,3.88
M200,2021-12,513510,201036,0.5928,1.03,3.51
M204,2021-12,960347,389699,0.5889,1.17,1.92
M206,2021-12,1314444,500311,0.5875,0.73,1.92
M207,2021-12,3482541,1615429,0.6533,1.59,2.8
M208,2021-12,116154,48356,0.5179,1.17,3.19
M210,2021-12,2064452,824971,0.6476,1.03,3.4
M211,2021-12,591393,185714,0.5957,0.8,1.94
M213,2021-12,6461694,2499633,0.6664,1.39,1.32
M214,2021-12,185817,59457,0.491,0.75,3.63
M215,2021-12,507993,213280,0.5653,0.75,4.73
M218,2021-12,2857945,1116713,0.6574,1.54,4.41
M219,2021-12,3641211,1705188,0.6889,1.69,1.45
M220,2021-12,1136752,577027,0.6133,0.83,3.67
M221,2021-12,315223,164472,0.5645,0.82,4.78
M222,2021-12,22516,7321,0.506,1.26,1.65
M225,2021-12,2860636,1130274,0.6595,1.44,2.41
M102,2022-01,67650,28848,0.6198,1.4,1.85
M105,2022-01,12081434,4487094,0.8187,2.04,1.91
M107,2022-01,409737,133116,0.6307,1.28,1.8
M109,2022-01,68334,28073,0.5942,1.43,3.59
M110,2022-01,631536,212457,0.7145,1.64,3.38
M112,2022-01,3300951,1681506,0.7208,1.55,2.36
M114,2022-01,107278,58130,0.6718,1.52,2.17
M115,2022-01,364524,194218,0.657,1.01,2.52
M116,2022-01,3820660,1678733,0.7526,0.98,2.23
M117,2022-01,194692,106283,0.6431,1.5,4.73
M120,2022-01,270072,90258,0.6241,1.02,4.55
M126,2022-01,50075,23876,0.53,1.22,3.2
M129,2022-01,258944,86229,0.5506,1.15,2.19
M131,2022-01,3418780,1542377,0.6648,1.59,2.68
M132,2022-01,97501,44793,0.5726,1.13,1.43
M136,2022-01,68125,27727,0.5281,1.04,3.24
M138,2022-01,592808,309590,0.5484,1.28,3.52
M140,2022-01,330769,157076,0.5854,1.36,3.04
M141,2022-01,67141,37147,0.5411,1.2,1.75
M146,2022-01,4487021,2382758,0.6506,1.23,2.38
M148,2022-01,77886,29647,0.5205,1.2,1.5
M149,2022-01,140058,51726,0.5399,0.78,2.01
M153,2022-01,306787,149063,0.3995,0.55,1.51
M154,2022-01,1210932,425959,0.4706,0.7,4.84
M156,2022-01,804701,296653,0.4874,0.65,1.83
M158,2022-01,170405,60555,0.3963,0.69,4.73
M159,2022-01,389960,161088,0.4056,0.67,4.48
M160,2022-01,890915,326674,0.4655,0.71,2.73
M162,2022-01,76362,26386,0.3777,0.55,1.87
M163,2022-01,494289,225001,0.4219,0.92,1.26
M166,2022-01,65288,29349,0.3507,0.8,6.31
M170,2022-01,74575,30161,0.3509,0.72,3.3
M175,2022-01,170281,66194,0.3961,0.67,2.63
M176,2022-01,199422,66323,0.5458,0.7,4.83
M179,2022-01,33115,10827,0.5076,1.22,4.42
M180,2022-01,250712,81026,0.5511,0.66,4.83
M182,2022-01,122032,130288,0.2735,0.37,2.89
M183,2022-01,127536,59273,0.5752,1.19,4.84
M184,2022-01,96828,42105,0.509,0.83,4.43
M185,2022-01,329324,115047,0.5716,1.1,3.76
M186,2022-01,442549,144893,0.6216,1.08,4.98
M189,2022-01,3824421,1389008,0.6788,1.47,1.87
M191,2022-01,1301819,602962,0.6209,1.26,4.56
M192,2022-01,341217,176716,0.6462,0.99,3.39
M193,2022-01,313688,100748,0.5421,0.77,4.03
M196,2022-01,107530,34723,0.5045,1.19,1.4
M197,2022-01,988027,423446,0.8243,1.8,3.23
M198,2022-01,94732,33421,0.574,0.83,4.29
M199,2022-01,1084354,581957,0.614,0.97,1.25
M200,2022-01,335196,125724,0.5516,0.92,4.03
M204,2022-01,630927,212530,0.5616,0.79,2.51
M206,2022-01,853954,461801,0.5688,0.75,1.63
M207,2022-01,2119597,890185,0.6567,1.4,3.85
M210,2022-01,1421163,558806,0.64,1.26,2.32
M211,2022-01,405220,136885,0.6097,1.09,1.69
M213,2022-01,4198207,1732572,0.6608,1.48,4.34
M214,2022-01,117245,52962,0.5236,1.02,4.19
M215,2022-01,317600,169358,0.5519,1.06,2.58
M218,2022-01,1945101,695317,0.6658,1.56,4.2
M219,2022-01,2455906,1312573,0.6879,1.31,1.33
M220,2022-01,754242,390606,0.5831,0.73,2.96
M221,2022-01,218994,109738,0.5595,0.78,2.77
M222,2022-01,14415,5363,0.474,0.99,4.97
M225,2022-01,1883939,1020359,0.6206,0.76,4.24
M102,2022-02,59841,26578,0.6139,0.8,1.76
M103,2022-02,14054329,7253604,0.8192,1.82,3.99
M105,2022-02,11465345,4084677,0.8234,1.84,3.02
M107,2022-02,360763,163315,0.608,1.26,3.16
M109,2022-02,63835,25220,0.6264,0.99,3.49
M110,2022-02,555265,238186,0.662,1.31,1.01
M112,2022-02,2924573,1364163,0.7253,1.36,3.12
M114,2022-02,95802,37014,0.6358,0.95,2.29
M115,2022-02,326366,141119,0.6771,0.85,3.86
M116,2022-02,3645991,1945305,0.7364,1.42,3.47
M117,2022-02,185927,101945,0.6192,1.49,1.74
M120,2022-02,233771,107484,0.6023,1.38,1.5
M126,2022-02,47336,18628,0.4852,1.12,1.71
M129,2022-02,245249,98184,0.5515,1.21,3.11
M131,2022-02,2973326,1367097,0.6227,1.25,2.18
M132,2022-02,84847,32633,0.5985,0.84,1.97
M136,2022-02,61784,22035,0.5234,0.77,2.24
M138,2022-02,539785,281866,0.5787,1.43,2.56
M140,2022-02,311799,109387,0.5829,1.01,1.92
M141,2022-02,59477,26133,0.5442,1.3,1.09
M146,2022-02,3912087,1680320,0.6556,1.28,4.26
M148,2022-02,71711,23243,0.5086,0.98,3.0
M149,2022-02,124755,39290,0.5266,1.2,1.25
M153,2022-02,295227,159361,0.3983,0.6,6.07
M154,2022-02,1025001,357010,0.4483,0.72,3.84
M156,2022-02,721320,341755,0.4551,0.9,3.1
M158,2022-02,164227,56584,0.3807,0.75,4.58
M159,2022-02,339542,161418,0.4122,0.97,4.42
M160,2022-02,802336,255627,0.4834,1.06,2.31
M162,2022-02,71216,29110,0.3575,0.83,5.94
M163,2022-02,438622,213051,0.4505,0.6,4.11
