region,movie_id,month,engagement_score,viewer_growth
East,M128,2023-06,7.49,0.0915
West,M128,2023-06,6.77,0.0353
North,M131,2023-06,7.63,0.0565
South,M131,2023-06,6.06,0.1208
East,M131,2023-06,8.02,0.0597
West,M131,2023-06,6.4,-0.036
North,M132,2023-06,7.05,0.0959
South,M132,2023-06,5.41,0.1138
East,M132,2023-06,5.9,0.0485
West,M132,2023-06,5.01,0.0826
North,M137,2023-06,8.07,-0.0477
South,M137,2023-06,5.28,-0.023
East,M137,2023-06,9.08,0.1085
West,M137,2023-06,6.54,0.0889
North,M143,2023-06,8.51,0.1024
South,M143,2023-06,6.94,-0.0143
East,M143,2023-06,7.86,0.1083
West,M143,2023-06,5.72,0.0275
North,M144,2023-06,7.27,0.1153
South,M144,2023-06,6.94,0.1434
East,M144,2023-06,8.41,0.0263
West,M144,2023-06,6.79,0.1263
North,M146,2023-06,7.54,0.1402
South,M146,2023-06,5.55,-0.0325
East,M146,2023-06,8.35,-0.0497
West,M146,2023-06,5.18,0.0636
North,M147,2023-06,8.72,0.1499
South,M147,2023-06,6.24,0.1015
East,M147,2023-06,7.44,-0.0043
West,M147,2023-06,7.07,0.0666
North,M150,2023-06,4.06,0.0282
South,M150,2023-06,3.3,0.0486
East,M150,2023-06,2.78,0.0208
West,M150,2023-06,2.95,-0.0426
North,M154,2023-06,4.45,0.0717
South,M154,2023-06,5.6,0.0751
East,M154,2023-06,3.17,0.0919
West,M154,2023-06,4.32,0.0203
North,M156,2023-06,4.91,0.0362
South,M156,2023-06,5.33,0.067
East,M156,2023-06,4.46,0.1188
West,M156,2023-06,3.48,0.0285
North,M159,2023-06,3.47,0.0692
South,M159,2023-06,5.91,0.1437
East,M159,2023-06,3.61,-0.0265
West,M159,2023-06,3.99,0.1297
North,M160,2023-06,3.46,-0.0079
South,M160,2023-06,5.56,-0.0471
East,M160,2023-06,3.11,0.04
West,M160,2023-06,3.4,0.0891
North,M163,2023-06,4.77,0.0371
South,M163,2023-06,5.21,0.0886
East,M163,2023-06,4.16,-0.0123
West,M163,2023-06,3.81,-0.0102
North,M167,2023-06,5.25,0.0392
South,M167,2023-06,6.82,-0.0235
East,M167,2023-06,3.86,0.0932
West,M167,2023-06,4.0,-0.0428
North,M168,2023-06,4.28,-0.0074
South,M168,2023-06,7.07,0.0384
East,M168,2023-06,4.61,0.1403
West,M168,2023-06,5.59,0.015
North,M169,2023-06,3.47,0.0017
South,M169,2023-06,6.66,0.0069
East,M169,2023-06,4.52,-0.0498
West,M169,2023-06,3.53,0.0591
North,M172,2023-06,4.59,-0.0085
South,M172,2023-06,5.97,-0.0269
East,M172,2023-06,3.56,0.1231
West,M172,2023-06,4.07,0.0014
North,M174,2023-06,3.52,-0.0481
South,M174,2023-06,6.65,0.0428
East,M174,2023-06,4.31,0.1113
West,M174,2023-06,4.04,0.0297
North,M182,2023-06,5.36,0.0292
South,M182,2023-06,6.17,-0.0404
East,M182,2023-06,4.68,0.099
West,M182,2023-06,6.95,0.0935
North,M186,2023-06,5.5,-0.025
South,M186,2023-06,6.38,0.118
East,M186,2023-06,5.52,-0.0463
West,M186,2023-06,6.58,0.1214
North,M189,2023-06,4.62,-0.0461
South,M189,2023-06,7.63,0.0105
East,M189,2023-06,6.13,0.0162
West,M189,2023-06,6.21,0.0561
North,M191,2023-06,4.97,0.1117
South,M191,2023-06,7.47,0.075
East,M191,2023-06,6.13,0.0837
West,M191,2023-06,6.57,-0.012
North,M192,2023-06,5.86,-0.0415
South,M192,2023-06,6.52,0.0382
East,M192,2023-06,4.81,0.0107
West,M192,2023-06,6.51,-0.0051
North,M194,2023-06,6.86,-0.0036
South,M194,2023-06,8.67,0.0741
East,M194,2023-06,7.2,0.0377
West,M194,2023-06,7.58,0.0706
North,M195,2023-06,6.17,-0.0291
South,M195,2023-06,8.29,-0.0141
East,M195,2023-06,6.43,0.0071
West,M195,2023-06,8.04,0.0574
North,M197,2023-06,5.54,-0.0095
South,M197,2023-06,5.98,-0.0343
East,M197,2023-06,4.08,0.142
West,M197,2023-06,5.4,0.0484
North,M199,2023-06,3.03,0.1363
South,M199,2023-06,3.01,0.0256
East,M199,2023-06,3.34,0.0511
West,M199,2023-06,3.44,-0.018
North,M203,2023-06,5.91,0.1195
South,M203,2023-06,6.01,0.0653
East,M203,2023-06,6.4,0.0905
West,M203,2023-06,7.12,0.0101
North,M206,2023-06,4.45,0.0879
South,M206,2023-06,5.62,-0.0113
East,M206,2023-06,5.63,0.0008
West,M206,2023-06,5.82,0.0705
North,M207,2023-06,5.01,0.0015
South,M207,2023-06,6.18,-0.0413
East,M207,2023-06,6.17,0.0161
West,M207,2023-06,5.41,0.0919
North,M209,2023-06,5.78,0.0826
South,M209,2023-06,5.74,0.0433
East,M209,2023-06,6.54,0.0736
West,M209,2023-06,6.93,0.0892
North,M210,2023-06,5.17,-0.0349
South,M210,2023-06,4.27,0.0775
East,M210,2023-06,4.59,0.136
West,M210,2023-06,4.7,-0.0141
North,M211,2023-06,5.14,0.0791
South,M211,2023-06,4.59,-0.0326
East,M211,2023-06,4.5,0.062
West,M211,2023-06,4.3,0.1006
North,M212,2023-06,6.48,0.02
South,M212,2023-06,5.98,-0.0055
East,M212,2023-06,6.75,-0.01
West,M212,2023-06,5.77,0.0801
North,M213,2023-06,6.33,0.0356
South,M213,2023-06,5.62,-0.0499
East,M213,2023-06,6.28,0.1
West,M213,2023-06,5.69,0.0774
North,M217,2023-06,7.09,-0.0381
South,M217,2023-06,5.74,-0.0082
East,M217,2023-06,7.3,-0.0138
West,M217,2023-06,5.81,0.149
North,M218,2023-06,6.23,0.0369
South,M218,2023-06,5.15,0.0373
East,M218,2023-06,6.12,0.0517
West,M218,2023-06,6.24,-0.0187
North,M219,2023-06,6.34,0.0333
South,M219,2023-06,6.03,0.0555
East,M219,2023-06,6.33,0.0989
West,M219,2023-06,5.89,0.0274
North,M220,2023-06,4.67,-0.0441
South,M220,2023-06,5.13,-0.0328
East,M220,2023-06,4.9,0.0951
West,M220,2023-06,4.27,-0.019
North,M223,2023-06,5.96,-0.0095
South,M223,2023-06,6.83,0.0701
East,M223,2023-06,6.97,0.0392
West,M223,2023-06,5.63,0.0614
North,M225,2023-06,5.41,0.0021
South,M225,2023-06,4.73,0.1495
East,M225,2023-06,5.98,-0.0271
West,M225,2023-06,4.84,0.1256
North,M101,2023-07,8.42,0.1064
South,M101,2023-07,7.7,0.1126
East,M101,2023-07,8.4,-0.0138
West,M101,2023-07,7.3,0.0457
North,M103,2023-07,6.72,0.1023
South,M103,2023-07,6.63,-0.0472
East,M103,2023-07,7.5,0.1437
West,M103,2023-07,7.46,-0.0006
North,M105,2023-07,6.84,0.0158
South,M105,2023-07,6.74,0.1378
East,M105,2023-07,6.31,0.0657
West,M105,2023-07,6.82,0.1271
North,M112,2023-07,6.32,0.0509
South,M112,2023-07,6.74,0.0823
East,M112,2023-07,6.86,-0.0478
West,M112,2023-07,7.22,0.0437
North,M116,2023-07,6.98,-0.0171
South,M116,2023-07,6.33,-0.002
East,M116,2023-07,6.52,-0.0207
West,M116,2023-07,7.18,0.1203
North,M119,2023-07,7.72,-0.0033
South,M119,2023-07,8.32,0.0033
East,M119,2023-07,7.06,0.074
West,M119,2023-07,8.34,-0.002
North,M122,2023-07,7.86,0.1195
South,M122,2023-07,8.83,0.0731
East,M122,2023-07,9.22,0.1275
West,M122,2023-07,8.76,0.0349
North,M124,2023-07,7.79,0.128
South,M124,2023-07,7.98,0.0773
East,M124,2023-07,6.84,0.0301
West,M124,2023-07,8.52,0.1376
North,M127,2023-07,7.45,0.0378
South,M127,2023-07,6.17,0.0391
East,M127,2023-07,8.02,0.1386
West,M127,2023-07,5.41,-0.0255
North,M128,2023-07,8.81,0.0981
South,M128,2023-07,5.61,0.1189
East,M128,2023-07,7.51,0.049
West,M128,2023-07,5.31,0.078
North,M131,2023-07,6.92,0.0882
South,M131,2023-07,4.99,0.1234
East,M131,2023-07,7.92,0.0121
West,M131,2023-07,6.11,0.0949
North,M132,2023-07,6.56,0.0965
South,M132,2023-07,4.97,-0.0155
East,M132,2023-07,6.98,-0.014
West,M132,2023-07,4.94,0.076
North,M137,2023-07,7.56,0.0805
South,M137,2023-07,7.17,0.038
East,M137,2023-07,9.28,0.0285
West,M137,2023-07,6.28,0.0538
North,M143,2023-07,8.04,-0.0218
South,M143,2023-07,5.99,-0.0155
East,M143,2023-07,8.81,0.0695
West,M143,2023-07,5.19,0.107
North,M144,2023-07,7.05,-0.0055
South,M144,2023-07,5.79,0.0039
East,M144,2023-07,8.67,0.1244
West,M144,2023-07,6.42,0.0192
North,M146,2023-07,6.87,0.1215
South,M146,2023-07,6.46,0.1153
East,M146,2023-07,6.9,0.1064
West,M146,2023-07,6.5,-0.0448
North,M147,2023-07,8.23,0.145
South,M147,2023-07,6.61,-0.0266
East,M147,2023-07,7.51,0.1303
West,M147,2023-07,5.99,-0.0107
North,M150,2023-07,7.95,0.0198
South,M150,2023-07,7.25,0.1422
East,M150,2023-07,7.64,0.0975
West,M150,2023-07,6.72,0.0966
North,M154,2023-07,3.16,0.1396
South,M154,2023-07,6.34,0.1039
East,M154,2023-07,4.29,0.0678
West,M154,2023-07,4.31,0.1026
North,M156,2023-07,4.6,-0.0035
South,M156,2023-07,6.33,0.0221
East,M156,2023-07,4.15,0.0239
West,M156,2023-07,3.48,0.1298
North,M159,2023-07,4.13,0.0113
South,M159,2023-07,4.9,-0.0114
East,M159,2023-07,3.32,0.0521
West,M159,2023-07,3.9,-0.0039
North,M160,2023-07,3.8,0.0765
South,M160,2023-07,6.17,0.0124
East,M160,2023-07,3.41,0.1253
West,M160,2023-07,2.86,0.1409
North,M163,2023-07,4.39,0.1219
South,M163,2023-07,6.16,0.0768
East,M163,2023-07,3.64,-0.0454
West,M163,2023-07,3.17,0.0089
North,M167,2023-07,4.82,0.1013
South,M167,2023-07,5.84,0.0033
East,M167,2023-07,4.12,0.1022
West,M167,2023-07,4.85,0.0704
North,M168,2023-07,4.68,-0.038
South,M168,2023-07,6.99,0.046
East,M168,2023-07,5.46,0.1362
West,M168,2023-07,4.14,0.0684
North,M169,2023-07,4.36,0.1141
South,M169,2023-07,6.5,-0.0418
East,M169,2023-07,,0.0833
West,M169,2023-07,4.91,0.0743
North,M172,2023-07,5.23,0.0352
South,M172,2023-07,6.17,-0.0378
East,M172,2023-07,4.6,-0.0431
West,M172,2023-07,3.82,0.1434
North,M174,2023-07,3.28,0.0153
South,M174,2023-07,7.09,0.034
East,M174,2023-07,3.26,0.1038
West,M174,2023-07,3.46,0.0048
North,M182,2023-07,6.14,0.1331
South,M182,2023-07,6.62,-0.0295
East,M182,2023-07,6.07,0.1472
West,M182,2023-07,6.16,0.0763
North,M186,2023-07,5.68,0.0656
South,M186,2023-07,7.22,0.0971
East,M186,2023-07,4.58,0.1482
West,M186,2023-07,7.48,-0.0406
North,M187,2023-07,7.28,0.0086
South,M187,2023-07,8.17,0.1409
East,M187,2023-07,6.69,0.1182
West,M187,2023-07,7.92,0.0584
North,M189,2023-07,5.29,0.1302
South,M189,2023-07,8.33,0.1474
East,M189,2023-07,5.72,-0.0285
West,M189,2023-07,6.51,0.1148
North,M191,2023-07,1.73,-0.0464
South,M191,2023-07,2.65,0.0099
East,M191,2023-07,2.56,0.081
West,M191,2023-07,3.66,-0.0248
North,M192,2023-07,4.54,-0.0433
South,M192,2023-07,6.15,-0.0097
East,M192,2023-07,5.8,-0.0442
West,M192,2023-07,6.36,0.0188
North,M194,2023-07,6.32,0.0117
South,M194,2023-07,9.05,0.0984
East,M194,2023-07,6.58,0.114
West,M194,2023-07,8.15,0.0101
North,M195,2023-07,6.47,0.0324
South,M195,2023-07,7.95,0.0145
East,M195,2023-07,7.24,0.0309
West,M195,2023-07,8.31,0.0066
North,M197,2023-07,5.61,0.0777
South,M197,2023-07,6.05,0.1407
East,M197,2023-07,4.5,0.078
West,M197,2023-07,5.56,-0.0304
North,M199,2023-07,4.49,0.1052
South,M199,2023-07,6.01,0.1038
East,M199,2023-07,5.49,0.0749
West,M199,2023-07,7.22,-0.0355
North,M203,2023-07,6.11,0.0853
South,M203,2023-07,6.8,0.1251
East,M203,2023-07,5.19,-0.0122
West,M203,2023-07,5.62,-0.0435
North,M206,2023-07,5.6,0.0562
South,M206,2023-07,5.99,0.1323
East,M206,2023-07,5.09,0.0468
West,M206,2023-07,5.59,0.1138
North,M207,2023-07,5.65,-0.0453
South,M207,2023-07,5.46,-0.0335
East,M207,2023-07,4.66,0.108
West,M207,2023-07,5.38,0.0112
North,M209,2023-07,5.92,0.0414
South,M209,2023-07,6.26,-0.0345
East,M209,2023-07,5.59,0.0946
West,M209,2023-07,5.91,0.1348
North,M210,2023-07,4.49,-0.0356
South,M210,2023-07,4.66,0.0919
East,M210,2023-07,4.61,-0.0495
West,M210,2023-07,6.4,0.0216
North,M211,2023-07,5.76,0.1201
South,M211,2023-07,6.24,-0.0115
East,M211,2023-07,4.81,-0.0483
West,M211,2023-07,5.76,0.0151
North,M212,2023-07,5.59,0.0899
South,M212,2023-07,5.73,0.0222
East,M212,2023-07,5.11,0.1374
West,M212,2023-07,6.28,0.0885
North,M213,2023-07,6.04,0.0391
South,M213,2023-07,4.7,0.0724
East,M213,2023-07,5.89,-0.0209
West,M213,2023-07,5.08,0.0363
North,M217,2023-07,5.3,0.0116
South,M217,2023-07,7.02,0.1
East,M217,2023-07,5.15,0.0186
West,M217,2023-07,6.59,0.0323
North,M218,2023-07,4.92,0.1136
South,M218,2023-07,5.59,0.0097
East,M218,2023-07,4.94,0.0774
West,M218,2023-07,4.77,0.0919
North,M219,2023-07,5.47,-0.0255
South,M219,2023-07,5.94,0.0175
East,M219,2023-07,5.77,0.0801
West,M219,2023-07,6.84,0.0597
North,M220,2023-07,5.56,-0.0116
South,M220,2023-07,5.28,-0.0018
East,M220,2023-07,4.83,-0.015
West,M220,2023-07,5.28,0.0028
North,M223,2023-07,6.13,0.1463
South,M223,2023-07,5.95,0.0961
East,M223,2023-07,6.48,0.096
West,M223,2023-07,5.66,0.1307
North,M225,2023-07,6.14,0.0549
South,M225,2023-07,4.82,0.0295
East,M225,2023-07,5.34,-0.0142
West,M225,2023-07,4.73,-0.013
North,M101,2023-08,7.21,0.1407
South,M101,2023-08,8.3,-0.0341
East,M101,2023-08,8.55,0.0421
West,M101,2023-08,8.37,0.1175
North,M103,2023-08,7.71,0.0172
South,M103,2023-08,7.06,0.0936
East,M103,2023-08,7.54,0.0348
West,M103,2023-08,6.45,-0.0225
North,M105,2023-08,6.98,0.0111
South,M105,2023-08,6.54,0.1352
East,M105,2023-08,7.35,-0.0381
West,M105,2023-08,6.34,0.0734
North,M111,2023-08,8.44,-0.0155
South,M111,2023-08,7.79,0.0796
East,M111,2023-08,8.59,0.0125
West,M111,2023-08,7.83,0.1007
North,M112,2023-08,7.41,0.0082
South,M112,2023-08,7.35,-0.0226
East,M112,2023-08,6.18,-0.0379
West,M112,2023-08,5.71,-0.0061
North,M116,2023-08,5.58,-0.0368
South,M116,2023-08,6.4,-0.013
East,M116,2023-08,6.11,0.0456
West,M116,2023-08,6.91,0.1429
North,M119,2023-08,7.56,0.0734
South,M119,2023-08,8.29,0.1432
East,M119,2023-08,6.86,0.0355
West,M119,2023-08,8.3,0.0299
North,M122,2023-08,8.81,0.0667
South,M122,2023-08,8.87,0.0892
East,M122,2023-08,7.65,0.0372
West,M122,2023-08,8.5,-0.0077
North,M124,2023-08,6.37,0.0369
South,M124,2023-08,6.92,0.0403
East,M124,2023-08,7.74,-0.012
West,M124,2023-08,7.47,0.1391
North,M125,2023-08,7.93,0.0732
South,M125,2023-08,7.61,0.0816
East,M125,2023-08,8.6,-0.0244
West,M125,2023-08,7.23,0.1187
North,M127,2023-08,8.35,0.1446
South,M127,2023-08,6.38,0.1412
East,M127,2023-08,7.42,-0.0053
West,M127,2023-08,6.21,-0.008
North,M128,2023-08,8.32,-0.0035
South,M128,2023-08,5.54,0.14
East,M128,2023-08,8.07,0.1225
West,M128,2023-08,7.08,0.0856
North,M131,2023-08,7.94,0.0473
South,M131,2023-08,5.45,0.1492
East,M131,2023-08,7.73,0.1295
West,M131,2023-08,6.06,0.0488
North,M132,2023-08,7.21,0.0666
South,M132,2023-08,5.76,0.0144
East,M132,2023-08,6.15,0.0301
West,M132,2023-08,4.29,-0.008
North,M137,2023-08,9.18,0.0105
South,M137,2023-08,7.09,0.146
East,M137,2023-08,8.87,0.1201
West,M137,2023-08,6.39,0.0423
North,M143,2023-08,7.59,-0.0448
South,M143,2023-08,6.1,0.0887
East,M143,2023-08,7.74,0.145
West,M143,2023-08,6.45,0.0764
North,M144,2023-08,7.39,0.0967
South,M144,2023-08,6.68,0.0705
East,M144,2023-08,7.18,-0.0038
West,M144,2023-08,6.24,0.0279
North,M146,2023-08,8.43,0.0577
South,M146,2023-08,5.58,0.0417
East,M146,2023-08,6.75,0.0314
West,M146,2023-08,5.83,0.0934
North,M147,2023-08,8.33,0.0391
South,M147,2023-08,5.76,0.1445
East,M147,2023-08,8.52,-0.0249
West,M147,2023-08,6.97,-0.0015
North,M150,2023-08,8.41,0.0533
South,M150,2023-08,6.87,0.0135
East,M150,2023-08,8.13,-0.0258
West,M150,2023-08,5.69,0.0756
North,M152,2023-08,5.67,0.0824
South,M152,2023-08,7.33,-0.044
East,M152,2023-08,4.84,-0.0378
West,M152,2023-08,5.71,0.1165
North,M154,2023-08,4.08,0.1437
South,M154,2023-08,4.59,0.047
East,M154,2023-08,3.03,-0.0291
West,M154,2023-08,3.76,0.0676
North,M156,2023-08,3.35,0.0753
South,M156,2023-08,5.71,-0.0246
East,M156,2023-08,3.24,0.1076
West,M156,2023-08,4.97,0.1203
North,M159,2023-08,2.8,0.0769
South,M159,2023-08,4.92,0.1346
East,M159,2023-08,3.4,0.1019
West,M159,2023-08,4.09,0.0116
North,M160,2023-08,4.09,-0.0192
South,M160,2023-08,5.28,-0.0354
East,M160,2023-08,3.91,0.0312
West,M160,2023-08,3.99,-0.0187
North,M163,2023-08,2.98,0.0873
South,M163,2023-08,6.04,0.0339
East,M163,2023-08,4.1,-0.0036
West,M163,2023-08,3.2,0.0647
North,M167,2023-08,5.66,0.097
South,M167,2023-08,6.47,0.148
East,M167,2023-08,4.07,0.0249
West,M167,2023-08,3.68,-0.0417
North,M168,2023-08,5.63,0.0757
South,M168,2023-08,7.36,0.0172
East,M168,2023-08,4.92,0.0839
West,M168,2023-08,4.09,0.0661
North,M169,2023-08,3.67,0.0985
South,M169,2023-08,6.61,0.0855
East,M169,2023-08,3.21,0.0483
West,M169,2023-08,4.64,0.1395
North,M172,2023-08,4.14,-0.0127
South,M172,2023-08,6.93,0.1426
East,M172,2023-08,4.25,0.0253
West,M172,2023-08,4.49,0.0653
North,M174,2023-08,3.28,0.0207
South,M174,2023-08,5.29,0.1093
East,M174,2023-08,3.77,-0.0434
West,M174,2023-08,4.88,-0.0066
North,M182,2023-08,5.8,0.0411
South,M182,2023-08,5.87,0.0434
East,M182,2023-08,5.46,0.1241
West,M182,2023-08,7.35,0.0968
North,M186,2023-08,5.19,0.0581
South,M186,2023-08,6.31,0.1048
East,M186,2023-08,6.18,0.0442
West,M186,2023-08,7.25,-0.0073
North,M187,2023-08,6.56,-0.0385
South,M187,2023-08,7.4,-0.0434
East,M187,2023-08,6.25,0.0661
West,M187,2023-08,9.08,0.0228
North,M189,2023-08,6.33,0.0431
South,M189,2023-08,6.42,0.1091
East,M189,2023-08,6.0,-0.0016
West,M189,2023-08,6.12,0.0863
North,M191,2023-08,4.74,-0.0431
South,M191,2023-08,6.86,0.0926
East,M191,2023-08,4.77,0.0987
West,M191,2023-08,5.82,0.0434
North,M192,2023-08,4.74,0.0642
South,M192,2023-08,5.67,0.1268
East,M192,2023-08,5.59,0.0271
West,M192,2023-08,7.22,0.0124
North,M194,2023-08,6.83,-0.0202
South,M194,2023-08,8.34,0.1016
East,M194,2023-08,6.79,0.0088
West,M194,2023-08,8.29,0.1092
North,M195,2023-08,5.7,-0.0434
South,M195,2023-08,8.11,0.1349
East,M195,2023-08,,0.0143
West,M195,2023-08,8.43,-0.0025
North,M199,2023-08,5.35,0.1006
South,M199,2023-08,6.6,0.0151
East,M199,2023-08,6.42,0.0088
West,M199,2023-08,7.32,0.1245
North,M203,2023-08,5.4,0.1323
South,M203,2023-08,5.87,-0.0029
East,M203,2023-08,6.95,0.047
West,M203,2023-08,5.37,0.1128
North,M207,2023-08,5.45,0.0195
South,M207,2023-08,5.85,-0.0143
East,M207,2023-08,6.37,0.0694
West,M207,2023-08,6.32,-0.0239
North,M209,2023-08,6.87,0.0196
South,M209,2023-08,6.27,0.0386
East,M209,2023-08,6.76,0.1358
West,M209,2023-08,5.35,0.0859
North,M210,2023-08,4.56,0.1226
South,M210,2023-08,6.09,0.1296
East,M210,2023-08,5.27,-0.0029
West,M210,2023-08,5.1,0.0619
North,M211,2023-08,4.36,-0.0405
South,M211,2023-08,4.29,-0.0111
East,M211,2023-08,4.91,0.0771
West,M211,2023-08,4.6,-0.0135
North,M212,2023-08,5.92,0.0265
South,M212,2023-08,6.18,-0.0456
East,M212,2023-08,6.32,-0.0023
West,M212,2023-08,5.19,-0.0214
North,M213,2023-08,8.7,-0.0097
South,M213,2023-08,7.52,0.0062
East,M213,2023-08,8.45,0.0621
West,M213,2023-08,7.18,0.1103
North,M217,2023-08,5.88,-0.0068
South,M217,2023-08,6.29,-0.0147
East,M217,2023-08,7.0,-0.0149
West,M217,2023-08,5.64,0.0948
North,M218,2023-08,5.35,0.0641
South,M218,2023-08,4.86,0.0333
East,M218,2023-08,6.09,0.0958
West,M218,2023-08,5.86,0.0962
North,M219,2023-08,6.45,-0.0217
South,M219,2023-08,5.32,-0.0152
East,M219,2023-08,6.54,0.1484
West,M219,2023-08,6.36,-0.029
North,M220,2023-08,5.59,-0.0349
South,M220,2023-08,4.78,0.0512
East,M220,2023-08,5.28,0.0623
West,M220,2023-08,3.9,-0.0084
North,M223,2023-08,5.41,-0.0207
South,M223,2023-08,5.16,0.1158
East,M223,2023-08,5.0,0.0018
West,M223,2023-08,5.41,-0.0232
North,M225,2023-08,5.78,-0.0141
South,M225,2023-08,6.16,0.0131
East,M225,2023-08,5.07,-0.04
West,M225,2023-08,4.56,0.0657
North,M101,2023-09,7.95,0.1365
South,M101,2023-09,7.28,-0.0329
East,M101,2023-09,7.73,0.0905
West,M101,2023-09,7.96,-0.0492
North,M103,2023-09,6.93,0.0092
South,M103,2023-09,7.32,-0.0288
East,M103,2023-09,6.53,0.1127
West,M103,2023-09,6.14,0.0182
North,M105,2023-09,6.58,0.0783
South,M105,2023-09,6.46,0.1314
East,M105,2023-09,6.61,-0.0313
West,M105,2023-09,5.82,-0.0231
North,M111,2023-09,7.12,0.0974
South,M111,2023-09,7.35,0.0575
East,M111,2023-09,9.06,0.023
West,M111,2023-09,7.22,-0.0065
North,M112,2023-09,6.47,0.0517
South,M112,2023-09,7.3,0.144
East,M112,2023-09,6.23,0.0341
West,M112,2023-09,7.06,0.0737
North,M116,2023-09,7.11,0.1416
South,M116,2023-09,6.37,0.0671
East,M116,2023-09,6.42,-0.0224
West,M116,2023-09,6.37,0.0644
North,M119,2023-09,7.92,0.0873
South,M119,2023-09,8.47,0.0833
East,M119,2023-09,8.25,0.086
West,M119,2023-09,8.72,-0.0293
North,M122,2023-09,7.57,-0.0261
South,M122,2023-09,7.67,0.0916
East,M122,2023-09,7.28,-0.0302
West,M122,2023-09,7.1,0.1434
North,M124,2023-09,6.87,0.0681
South,M124,2023-09,7.62,-0.0315
East,M124,2023-09,8.12,0.0653
West,M124,2023-09,8.49,-0.0092
North,M125,2023-09,7.71,0.0823
South,M125,2023-09,7.98,-0.0027
East,M125,2023-09,7.92,0.0971
West,M125,2023-09,7.27,-0.0451
North,M127,2023-09,7.04,0.0145
South,M127,2023-09,6.63,0.0353
East,M127,2023-09,6.82,0.009
West,M127,2023-09,5.15,0.1426
North,M128,2023-09,8.13,0.1433
South,M128,2023-09,6.88,0.136
East,M128,2023-09,7.31,0.0392
West,M128,2023-09,5.26,0.0021
North,M131,2023-09,7.9,0.0778
South,M131,2023-09,5.33,0.0147
East,M131,2023-09,6.13,0.0589
West,M131,2023-09,6.25,-0.0206
North,M132,2023-09,6.17,0.0639
South,M132,2023-09,5.19,0.0009
East,M132,2023-09,6.92,-0.0153
West,M132,2023-09,4.93,0.0422
North,M133,2023-09,9.01,0.1408
South,M133,2023-09,7.63,0.0828
East,M133,2023-09,8.69,0.0987
West,M133,2023-09,6.4,0.071
North,M137,2023-09,7.52,-0.0002
South,M137,2023-09,6.22,-0.0066
East,M137,2023-09,8.34,0.1073
West,M137,2023-09,6.21,0.1197
North,M143,2023-09,6.68,0.1152
South,M143,2023-09,5.42,0.0405
East,M143,2023-09,6.56,0.1087
West,M143,2023-09,6.45,-0.0344
North,M144,2023-09,8.15,-0.0492
South,M144,2023-09,6.48,0.025
East,M144,2023-09,7.63,-0.0284
West,M144,2023-09,6.85,0.069
North,M146,2023-09,8.19,0.0276
South,M146,2023-09,6.29,0.0688
East,M146,2023-09,7.37,-0.0395
West,M146,2023-09,4.93,0.0726
North,M147,2023-09,7.22,-0.0289
South,M147,2023-09,5.98,0.1351
East,M147,2023-09,8.36,0.0879
West,M147,2023-09,6.34,0.0483
North,M150,2023-09,7.54,0.1267
South,M150,2023-09,6.39,0.0227
East,M150,2023-09,7.52,0.1449
West,M150,2023-09,,0.0282
North,M152,2023-09,4.2,0.0912
South,M152,2023-09,7.32,0.1361
East,M152,2023-09,4.09,0.0432
West,M152,2023-09,5.68,0.0063
North,M154,2023-09,3.79,0.0765
South,M154,2023-09,5.84,-0.0241
East,M154,2023-09,4.78,0.0733
West,M154,2023-09,3.7,0.0962
North,M156,2023-09,3.52,0.0144
South,M156,2023-09,5.94,-0.012
East,M156,2023-09,4.97,0.0739
West,M156,2023-09,3.94,0.1288
North,M160,2023-09,4.82,0.0218
South,M160,2023-09,6.35,0.0735
East,M160,2023-09,3.32,0.1264
West,M160,2023-09,4.04,0.0224
North,M161,2023-09,5.86,0.0815
South,M161,2023-09,6.54,0.0794
East,M161,2023-09,5.97,0.0885
West,M161,2023-09,4.39,0.0505
North,M163,2023-09,2.86,-0.0268
South,M163,2023-09,5.93,-0.0076
East,M163,2023-09,3.94,0.0166
West,M163,2023-09,4.62,0.135
North,M167,2023-09,5.12,0.0636
South,M167,2023-09,6.76,0.0815
East,M167,2023-09,4.72,-0.0029
West,M167,2023-09,5.11,0.0962
North,M168,2023-09,5.22,0.0151
South,M168,2023-09,7.23,0.0661
East,M168,2023-09,5.21,0.0098
West,M168,2023-09,4.25,0.0632
North,M169,2023-09,3.72,-0.0358
South,M169,2023-09,6.0,0.1458
East,M169,2023-09,3.55,0.1185
West,M169,2023-09,3.77,0.06
North,M172,2023-09,5.36,-0.0434
South,M172,2023-09,5.5,-0.0182
East,M172,2023-09,4.79,0.0881
West,M172,2023-09,5.43,-0.0098
North,M174,2023-09,3.73,0.0261
South,M174,2023-09,6.75,-0.04
East,M174,2023-09,4.13,0.1263
West,M174,2023-09,4.37,0.0141
North,M181,2023-09,,-0.0444
South,M181,2023-09,8.54,0.1134
East,M181,2023-09,7.33,0.0066
West,M181,2023-09,8.11,0.1433
North,M182,2023-09,4.68,-0.0295
South,M182,2023-09,6.85,0.0924
East,M182,2023-09,4.25,-0.0194
West,M182,2023-09,5.7,-0.0213
North,M186,2023-09,5.07,-0.0079
South,M186,2023-09,5.85,0.0877
East,M186,2023-09,4.53,-0.0313
West,M186,2023-09,6.68,0.1158
North,M187,2023-09,6.77,-0.039
South,M187,2023-09,8.29,-0.0247
East,M187,2023-09,6.84,0.0736
