product_id,month,orders_count,avg_order_value,revenue,return_rate
P5017,2021-06,152,152.69,23208.2,0.1087
P5020,2021-06,147,145.11,21331.78,0.0677
P5021,2021-06,146,147.92,21595.99,0.0688
P5024,2021-06,145,154.76,22440.59,0.1032
P5025,2021-06,184,42.5,7820.9,0.2659
P5028,2021-06,191,41.83,7990.15,0.2432
P5029,2021-06,198,42.83,8480.72,0.2598
P5031,2021-06,189,46.61,8809.86,0.2477
P5032,2021-06,193,43.49,8392.61,0.268
P5033,2021-06,190,45.65,8673.68,0.2452
P5039,2021-06,194,40.43,7843.83,0.2551
P5040,2021-06,199,41.14,8186.28,0.2595
P5041,2021-06,191,48.49,9260.76,0.2426
P5044,2021-06,185,43.38,8024.76,0.2652
P5045,2021-06,185,49.5,9157.06,0.2694
P5046,2021-06,196,45.15,8849.62,0.2389
P5047,2021-06,201,48.95,9838.18,0.2542
P5049,2021-06,171,58.94,10078.26,0.0625
P5050,2021-06,163,59.31,9668.01,0.0983
P5051,2021-06,155,56.88,8816.98,0.0862
P5052,2021-06,154,61.29,9438.52,0.0705
P5055,2021-06,165,62.76,10355.29,0.0796
P5056,2021-06,162,55.51,8992.23,0.0722
P5059,2021-06,164,59.24,9715.44,0.0886
P5060,2021-06,157,60.74,9536.4,0.101
P5061,2021-06,168,55.15,9265.36,0.1041
P5063,2021-06,151,63.76,9627.49,0.0809
P5064,2021-06,152,59.74,9079.77,0.0734
P5065,2021-06,151,57.42,8670.96,0.0886
P5066,2021-06,386,62.91,24282.01,0.1008
P5067,2021-06,151,62.86,9491.66,0.0793
P5068,2021-06,162,59.29,9605.52,0.0892
P5070,2021-06,165,62.14,10253.7,0.0792
P5073,2021-06,155,56.48,8754.13,0.102
P5074,2021-06,152,60.38,9178.22,0.0917
P5076,2021-06,155,64.3,9966.51,0.0653
P5077,2021-06,171,55.42,9476.42,0.1012
P5080,2021-06,157,64.92,10193.05,0.0797
P5081,2021-06,165,57.69,9519.45,0.1053
P5082,2021-06,152,62.71,9531.99,0.0911
P5085,2021-06,170,62.69,10658.0,0.0913
P5086,2021-06,170,57.64,9799.04,0.1076
P5087,2021-06,161,62.85,10119.18,0.0717
P5088,2021-06,349,57.32,20003.97,0.1071
P5089,2021-06,150,56.39,8459.2,0.0835
P5090,2021-06,154,64.54,9939.85,0.07
P5091,2021-06,164,62.25,10208.78,0.084
P5092,2021-06,164,60.17,9867.26,0.1057
P5095,2021-06,157,56.25,8830.96,0.0821
P5096,2021-06,155,59.29,9189.21,0.0784
P5098,2021-06,154,58.19,8960.66,0.1008
P5099,2021-06,156,57.1,8907.68,0.0788
P5100,2021-06,158,55.44,8759.78,0.0753
P5101,2021-06,163,60.59,9876.8,0.0644
P5103,2021-06,170,64.06,10890.24,0.083
P5105,2021-06,171,62.03,10606.79,0.0748
P5106,2021-06,158,63.96,10104.92,0.0973
P5108,2021-06,155,55.92,8668.25,0.0791
P5110,2021-06,160,57.08,9133.22,0.0984
P5111,2021-06,172,60.29,10370.55,0.0872
P5112,2021-06,154,61.18,9421.01,0.0836
P5115,2021-06,166,60.3,10009.88,0.0934
P5116,2021-06,172,60.86,10467.51,0.0805
P5117,2021-06,153,64.78,9911.48,0.0651
P5118,2021-06,172,58.3,10028.38,0.1098
P5119,2021-06,169,61.32,10363.32,0.06
P5001,2021-07,142,145.73,20693.63,0.101
P5002,2021-07,135,153.92,20779.66,0.0799
P5005,2021-07,152,152.06,23112.54,0.0805
P5007,2021-07,135,147.4,19898.92,0.0635
P5008,2021-07,137,147.14,20158.35,0.0767
P5009,2021-07,143,150.04,21455.39,0.0975
P5010,2021-07,149,146.02,21756.64,0.0819
P5011,2021-07,151,152.72,23061.16,0.0946
P5012,2021-07,136,146.08,19866.96,0.063
P5013,2021-07,144,147.72,21271.79,0.0856
P5014,2021-07,134,153.7,20596.42,0.0618
P5017,2021-07,54,145.39,7851.28,0.0646
P5020,2021-07,142,152.47,21651.36,0.0923
P5021,2021-07,153,149.47,22868.41,0.0711
P5024,2021-07,134,145.51,19498.62,0.0716
P5025,2021-07,204,42.24,8616.61,0.2222
P5028,2021-07,186,43.53,8095.83,0.249
P5029,2021-07,208,47.42,9863.72,0.2281
P5031,2021-07,187,40.43,7559.96,0.2646
P5032,2021-07,184,47.22,8688.86,0.2607
P5033,2021-07,202,42.95,8676.23,0.2562
P5039,2021-07,184,47.72,8780.42,0.2337
P5040,2021-07,186,41.75,7766.11,0.2223
P5041,2021-07,207,43.16,8933.77,0.2288
P5044,2021-07,198,44.34,8779.33,0.2453
P5045,2021-07,193,46.19,8915.42,0.261
P5046,2021-07,190,44.51,8457.29,0.2508
P5047,2021-07,186,43.32,8058.37,0.2418
P5049,2021-07,164,58.73,9632.43,0.0619
P5050,2021-07,161,62.23,10019.37,0.0813
P5051,2021-07,171,58.44,9992.65,0.0634
P5052,2021-07,167,56.69,9467.17,0.0742
P5055,2021-07,159,63.46,10090.26,0.0638
P5056,2021-07,162,61.03,9886.83,0.0713
P5059,2021-07,169,60.48,10220.47,0.1033
P5060,2021-07,65,58.76,3819.25,0.0732
P5061,2021-07,156,64.14,10005.31,0.085
P5063,2021-07,159,56.78,9028.04,0.0941
P5064,2021-07,172,64.65,11120.29,0.0674
P5065,2021-07,154,58.13,8952.31,0.0645
P5066,2021-07,165,59.81,9868.91,0.0926
P5067,2021-07,155,56.1,8695.42,0.086
P5068,2021-07,157,56.31,8840.67,0.0841
P5070,2021-07,171,64.38,11008.16,0.0804
P5073,2021-07,160,58.46,9352.91,0.0664
P5074,2021-07,168,56.45,9483.55,0.083
P5076,2021-07,165,55.51,9159.27,0.0667
P5077,2021-07,165,63.45,10469.86,0.1052
P5080,2021-07,166,55.75,9255.02,0.0649
P5081,2021-07,150,57.88,8681.93,0.1083
P5082,2021-07,150,59.2,8879.65,0.087
P5085,2021-07,160,59.44,9510.64,0.0779
P5086,2021-07,161,62.18,10010.44,0.0995
P5087,2021-07,168,63.0,10584.68,0.0929
P5088,2021-07,166,61.56,10218.81,0.0856
P5089,2021-07,159,55.94,8893.72,0.0721
P5090,2021-07,171,59.02,10092.54,0.1012
P5091,2021-07,150,62.66,9398.55,0.1045
P5092,2021-07,172,58.81,10115.49,0.0624
P5095,2021-07,151,61.23,9245.53,0.0601
P5096,2021-07,157,60.87,9555.81,0.0868
P5098,2021-07,172,58.87,10126.02,0.0972
P5099,2021-07,161,59.19,9529.9,0.0968
P5100,2021-07,151,58.84,8885.23,0.0656
P5101,2021-07,167,61.64,10293.36,0.101
P5103,2021-07,162,61.87,10023.53,0.0653
P5105,2021-07,161,58.21,9371.05,0.0676
P5106,2021-07,152,57.93,8806.07,0.1
P5108,2021-07,158,59.6,9416.3,0.1096
P5110,2021-07,158,63.13,9974.14,0.1074
P5111,2021-07,158,64.55,10199.52,0.0682
P5112,2021-07,169,58.57,9898.82,0.0762
P5115,2021-07,158,60.94,9629.07,0.1073
P5116,2021-07,164,59.57,9769.55,0.0683
P5117,2021-07,162,56.23,9109.81,0.062
P5118,2021-07,170,58.58,9957.78,0.0675
P5119,2021-07,156,63.74,9942.75,0.0665
P5001,2021-08,125,150.18,18772.47,0.0945
P5002,2021-08,132,149.08,19678.58,0.1041
P5005,2021-08,123,145.79,17932.35,0.0741
P5007,2021-08,129,153.38,19785.47,0.0668
P5008,2021-08,131,151.58,19856.78,0.089
P5009,2021-08,132,147.03,19407.68,0.0727
P5010,2021-08,126,151.08,19036.04,0.0773
P5011,2021-08,127,148.73,18888.72,0.1056
P5012,2021-08,128,147.88,18928.79,0.0816
P5013,2021-08,127,150.22,19078.29,0.0832
P5014,2021-08,119,146.71,17458.9,0.0968
P5017,2021-08,123,147.02,18082.98,0.0959
P5020,2021-08,122,152.42,18595.21,0.0913
P5021,2021-08,124,145.02,17982.98,0.0736
P5024,2021-08,132,153.93,20318.82,0.1093
P5025,2021-08,170,42.85,7285.13,0.2695
P5027,2021-08,159,43.92,6983.28,0.2633
P5028,2021-08,175,44.26,7744.8,0.2667
P5029,2021-08,163,49.18,8016.09,0.2462
P5031,2021-08,164,47.46,7783.52,0.2363
P5032,2021-08,172,47.23,8124.26,0.2228
P5033,2021-08,178,43.48,7739.42,0.2311
P5039,2021-08,169,42.02,7101.71,0.2346
P5040,2021-08,160,44.75,7159.75,0.2205
P5041,2021-08,164,43.38,7114.41,0.2337
P5044,2021-08,174,46.36,8066.11,0.2581
P5045,2021-08,173,46.42,8029.82,0.2406
P5046,2021-08,183,44.18,8084.47,0.2458
P5047,2021-08,177,41.88,7412.91,0.2531
P5049,2021-08,138,57.51,7935.79,0.0973
P5050,2021-08,132,57.67,7612.58,0.0694
P5051,2021-08,147,55.85,8209.39,0.0983
P5052,2021-08,142,58.53,8310.61,0.0728
P5055,2021-08,130,57.02,7413.23,0.0606
P5056,2021-08,145,60.15,8722.43,0.0742
P5059,2021-08,135,61.19,8261.22,0.0962
P5060,2021-08,144,63.79,9185.74,0.0602
P5061,2021-08,148,58.58,8670.53,0.0696
P5063,2021-08,136,56.25,7650.36,0.1054
P5064,2021-08,134,62.36,8356.28,0.103
P5065,2021-08,144,64.14,9236.09,0.1035
P5066,2021-08,63,62.2,3918.3,0.0878
P5067,2021-08,149,62.93,9376.75,0.0914
P5068,2021-08,138,61.81,8529.22,0.0812
P5070,2021-08,135,60.16,8122.24,0.0757
P5073,2021-08,133,61.41,8168.01,0.0696
P5074,2021-08,138,57.96,7998.14,0.0635
P5076,2021-08,139,63.32,8800.85,0.0745
P5077,2021-08,141,55.82,7870.84,0.0789
P5080,2021-08,139,59.93,8330.05,0.0689
P5081,2021-08,146,56.97,8317.17,0.0779
P5082,2021-08,148,64.48,9542.37,0.0841
P5085,2021-08,142,62.64,8895.24,0.0922
P5086,2021-08,134,61.12,8189.75,0.0947
P5087,2021-08,132,57.31,7564.64,0.0855
P5088,2021-08,138,63.51,8764.23,0.0881
P5089,2021-08,144,60.44,8703.88,0.0728
P5090,2021-08,131,63.44,8311.17,0.0807
P5091,2021-08,143,61.8,8836.74,0.0685
P5092,2021-08,147,60.89,8951.51,0.0649
P5095,2021-08,142,63.54,9022.89,0.0894
P5096,2021-08,132,64.52,8516.54,0.0768
P5098,2021-08,145,55.19,8002.54,0.0785
P5099,2021-08,144,55.71,8021.98,0.0866
P5100,2021-08,132,57.27,7560.23,0.0974
P5101,2021-08,137,57.52,7880.83,0.0965
P5103,2021-08,140,62.08,8691.24,0.0705
P5105,2021-08,144,58.55,8430.89,0.105
P5106,2021-08,149,61.3,9133.69,0.0979
P5108,2021-08,143,58.75,8401.73,0.0752
P5110,2021-08,136,55.24,7513.02,0.0682
P5111,2021-08,144,63.75,9180.7,0.0654
P5112,2021-08,132,60.15,7939.5,0.0737
P5115,2021-08,134,58.36,7820.17,0.0948
P5116,2021-08,149,63.07,9396.98,0.0863
P5117,2021-08,131,57.34,7511.25,0.092
P5118,2021-08,134,55.83,7480.91,0.097
P5119,2021-08,270,61.13,16505.19,0.0794
P5001,2021-09,121,148.19,17930.39,0.0864
P5002,2021-09,116,145.99,16934.63,0.1077
P5005,2021-09,124,149.66,18558.27,0.0984
P5007,2021-09,118,154.38,18216.8,0.1091
P5008,2021-09,130,149.37,19417.96,0.091
P5009,2021-09,117,150.19,17572.11,0.0773
P5010,2021-09,127,145.93,18533.01,0.0835
P5011,2021-09,129,146.66,18919.14,0.064
P5012,2021-09,119,149.66,17809.09,0.0901
P5013,2021-09,117,150.15,17567.71,0.11
P5014,2021-09,131,149.07,19528.41,0.0998
P5017,2021-09,121,149.26,18061.02,0.0667
P5020,2021-09,120,153.75,18449.85,0.0664
P5021,2021-09,128,150.93,19318.45,0.0643
P5024,2021-09,119,151.67,18048.3,0.0651
P5025,2021-09,166,45.75,7593.94,0.2608
P5027,2021-09,161,48.98,7885.68,0.2257
P5028,2021-09,183,49.41,9042.14,0.2249
P5029,2021-09,161,40.16,6464.97,0.2259
P5031,2021-09,169,41.2,6963.4,0.2319
P5032,2021-09,174,46.83,8148.46,0.2306
P5033,2021-09,169,46.63,7880.31,0.2524
P5038,2021-09,182,41.12,7482.96,0.252
P5039,2021-09,161,49.61,7987.6,0.2536
P5040,2021-09,71,44.73,3175.75,0.2651
P5041,2021-09,181,44.11,7983.95,0.2622
P5044,2021-09,173,45.37,7849.36,0.2583
P5045,2021-09,160,40.92,6547.51,0.2558
P5046,2021-09,164,43.99,7213.72,0.2308
P5047,2021-09,161,44.75,7204.15,0.2401
P5049,2021-09,140,61.4,8595.64,0.0891
P5050,2021-09,148,64.05,9478.84,0.0754
P5051,2021-09,135,56.39,7612.3,0.0982
P5052,2021-09,140,62.99,8819.26,0.1
P5055,2021-09,143,62.81,8981.57,0.1028
P5056,2021-09,143,59.63,8527.38,0.0612
P5059,2021-09,138,64.59,8913.84,0.0627
P5060,2021-09,145,55.79,8088.92,0.0725
P5061,2021-09,131,63.91,8371.59,0.0683
P5063,2021-09,138,57.36,7915.93,0.0769
P5064,2021-09,139,57.88,8045.64,0.1033
P5065,2021-09,134,57.25,7670.98,0.0729
P5066,2021-09,142,64.69,9185.59,0.0792
P5067,2021-09,142,56.4,8009.23,0.0967
P5068,2021-09,142,61.34,8710.6,0.0745
P5070,2021-09,140,61.12,8556.84,0.0825
P5073,2021-09,132,62.43,8240.64,0.0908
P5074,2021-09,147,63.49,9332.76,0.0854
P5075,2021-09,146,55.33,8077.71,0.0806
P5076,2021-09,146,57.58,8406.19,0.0965
P5077,2021-09,148,64.33,9520.46,0.0912
P5080,2021-09,148,55.94,8279.11,0.1033
P5081,2021-09,139,61.6,8562.28,0.0609
P5082,2021-09,144,60.5,8711.68,0.0611
P5085,2021-09,136,63.15,8588.8,0.107
P5086,2021-09,130,61.42,7984.46,0.0949
P5087,2021-09,149,58.39,8699.9,0.1035
P5088,2021-09,142,60.62,8608.35,0.0921
P5089,2021-09,134,60.68,8131.32,0.0767
P5090,2021-09,139,55.63,7732.94,0.0954
P5091,2021-09,147,60.13,8838.63,0.108
P5092,2021-09,137,58.01,7947.02,0.0682
P5095,2021-09,141,62.52,8814.82,0.0624
P5096,2021-09,141,57.03,8041.91,0.1077
P5098,2021-09,144,60.67,8736.72,0.0678
P5099,2021-09,147,60.39,8876.91,0.0891
P5100,2021-09,139,61.17,8502.55,0.0822
P5101,2021-09,137,56.89,7793.99,0.0935
P5103,2021-09,139,57.45,7986.07,0.1025
P5105,2021-09,144,58.16,8374.79,0.0843
P5106,2021-09,140,61.67,8633.84,0.1057
P5108,2021-09,301,64.31,19356.52,0.0623
P5110,2021-09,143,58.42,8354.16,0.0624
P5111,2021-09,131,58.83,7707.06,0.1096
P5112,2021-09,142,64.51,9160.99,0.0862
P5115,2021-09,130,64.0,8319.49,0.1035
P5116,2021-09,131,58.04,7602.92,0.1089
P5117,2021-09,149,59.08,8802.25,0.0682
P5118,2021-09,142,63.53,9020.61,0.0934
P5119,2021-09,140,63.98,8956.99,0.0785
P5001,2021-10,125,153.84,19229.99,0.0686
P5002,2021-10,124,154.3,19133.54,0.0885
P5005,2021-10,120,151.15,18137.84,0.0785
P5007,2021-10,126,150.24,18929.96,0.0832
P5008,2021-10,117,145.29,16998.41,0.0939
P5009,2021-10,127,146.96,18663.85,0.0797
P5010,2021-10,132,145.72,19235.02,0.0957
P5011,2021-10,118,149.33,17620.37,0.1045
P5012,2021-10,119,151.79,18063.28,0.1076
P5013,2021-10,132,147.11,19418.23,0.0829
P5014,2021-10,292,150.09,43825.69,0.0815
P5017,2021-10,116,151.54,17578.74,0.0763
P5020,2021-10,131,153.75,20141.0,0.0728
P5021,2021-10,128,148.01,18944.85,0.0887
P5024,2021-10,54,153.66,8297.63,0.0858
P5025,2021-10,168,42.45,7132.03,0.2638
P5027,2021-10,178,43.33,7713.14,0.2656
P5028,2021-10,178,48.0,8544.6,0.2557
P5029,2021-10,174,41.06,7143.93,0.2267
P5031,2021-10,174,47.87,8329.28,0.2378
P5032,2021-10,58,49.1,2847.77,0.2412
P5033,2021-10,169,49.29,8330.52,0.2604
P5038,2021-10,161,49.4,7953.21,0.2346
P5039,2021-10,174,44.19,7689.85,0.2346
P5040,2021-10,171,49.29,8428.71,0.2335
P5041,2021-10,180,48.8,8784.59,0.2366
P5044,2021-10,159,42.74,6795.74,0.2291
P5045,2021-10,180,43.32,7798.34,0.2339
P5046,2021-10,163,46.03,7502.51,0.2598
P5047,2021-10,164,42.12,6908.19,0.2687
P5049,2021-10,143,57.86,8273.29,0.0608
P5050,2021-10,135,64.87,8758.03,0.1006
P5051,2021-10,134,61.41,8228.83,0.0735
P5052,2021-10,138,63.87,8813.78,0.0613
P5055,2021-10,141,64.28,9063.65,0.0927
P5056,2021-10,299,56.54,16905.28,0.1012
P5059,2021-10,141,64.97,9160.4,0.0634
P5060,2021-10,139,55.99,7782.46,0.0879
P5061,2021-10,141,64.46,9089.04,0.0783
P5063,2021-10,138,60.54,8354.6,0.0959
P5064,2021-10,149,58.36,8695.04,0.1051
P5065,2021-10,144,62.38,8982.2,0.1056
P5066,2021-10,145,63.75,9243.78,0.0664
P5067,2021-10,149,56.94,8484.49,0.0667
P5068,2021-10,140,62.76,8786.58,0.0791
P5070,2021-10,138,61.31,8460.74,0.0872
P5073,2021-10,135,62.98,8502.01,0.0907
P5074,2021-10,137,63.85,8747.91,0.0956
P5075,2021-10,130,58.74,7636.73,0.1048
P5076,2021-10,131,64.96,8509.16,0.071
P5077,2021-10,138,64.41,8888.76,0.0864
P5080,2021-10,136,56.23,7646.82,0.0719
P5081,2021-10,143,63.0,9009.51,0.0684
P5082,2021-10,71,60.97,4328.52,0.0991
P5085,2021-10,132,64.55,8521.06,0.0743
P5086,2021-10,131,59.04,7733.94,0.0732
P5087,2021-10,145,63.53,9211.31,0.0893
P5088,2021-10,148,59.82,8853.09,0.0723
P5089,2021-10,131,55.62,7286.55,0.0685
P5090,2021-10,138,64.59,8914.11,0.0684
P5091,2021-10,136,57.65,7840.42,0.0643
P5092,2021-10,145,60.58,8783.9,0.0811
P5095,2021-10,142,56.14,7971.76,0.0752
P5096,2021-10,137,55.66,7626.01,0.1099
P5098,2021-10,135,58.61,7912.39,0.0789
P5099,2021-10,138,63.49,8761.13,0.0737
P5100,2021-10,149,60.1,8954.59,0.0911
P5101,2021-10,134,62.14,8326.75,0.1004
P5103,2021-10,136,62.23,8463.15,0.0949
P5105,2021-10,146,63.39,9255.65,0.0707
P5106,2021-10,142,58.92,8366.34,0.071
P5108,2021-10,142,60.27,8557.69,0.0961
P5110,2021-10,143,60.82,8697.26,0.0618
P5111,2021-10,134,64.58,8654.26,0.0791
P5112,2021-10,132,58.32,7698.75,0.0923
P5115,2021-10,132,59.25,7820.9,0.0865
P5116,2021-10,143,64.27,9191.1,0.072
P5117,2021-10,130,61.67,8016.75,0.086
P5118,2021-10,135,56.48,7624.37,0.0853
P5119,2021-10,139,55.87,7766.58,0.0666
P5120,2021-10,140,63.92,8949.17,0.0994
P5001,2021-11,196,152.23,29837.79,0.0675
P5002,2021-11,219,146.17,32011.41,0.1043
P5005,2021-11,202,151.86,30675.68,0.0624
P5007,2021-11,212,154.42,32737.51,0.0851
P5008,2021-11,191,147.44,28161.9,0.1097
P5009,2021-11,194,149.47,28996.64,0.0675
P5010,2021-11,206,149.47,30791.1,0.0795
P5011,2021-11,200,150.25,30049.31,0.0815
P5012,2021-11,216,152.43,32924.6,0.0856
P5013,2021-11,196,146.81,28773.8,0.1065
P5014,2021-11,217,146.35,31757.61,0.0928
P5017,2021-11,192,152.61,29300.16,0.1015
P5020,2021-11,206,151.2,31146.36,0.1036
P5021,2021-11,472,146.45,69122.13,0.0973
P5024,2021-11,207,147.82,30599.35,0.0636
P5025,2021-11,278,44.13,12269.17,0.2513
P5027,2021-11,286,46.72,13361.17,0.2434
P5028,2021-11,289,45.76,13224.11,0.2361
P5029,2021-11,277,46.51,12882.52,0.2635
P5031,2021-11,264,40.92,10803.29,0.2528
P5032,2021-11,271,47.82,12958.5,0.2687
P5033,2021-11,285,44.96,12814.29,0.2313
P5036,2021-11,286,44.63,12763.2,0.2425
P5038,2021-11,268,45.15,12100.12,0.2612
P5039,2021-11,267,44.77,11953.68,0.2207
P5040,2021-11,267,48.53,12956.93,0.2456
P5041,2021-11,270,48.11,12988.45,0.2374
P5044,2021-11,296,44.97,13311.39,0.2512
P5045,2021-11,274,43.37,11884.59,0.2475
P5046,2021-11,266,40.52,10778.72,0.2471
P5047,2021-11,298,49.89,14868.49,0.2304
P5049,2021-11,227,56.95,12928.72,0.0758
P5050,2021-11,225,61.13,13753.59,0.1001
P5051,2021-11,240,56.3,13512.58,0.0884
P5052,2021-11,230,60.82,13989.61,0.1058
P5055,2021-11,86,60.42,5196.34,0.0784
P5056,2021-11,219,60.11,13164.41,0.062
P5059,2021-11,244,55.65,13578.31,0.0638
P5060,2021-11,219,57.55,12603.05,0.0933
P5061,2021-11,244,56.14,13697.03,0.0601
P5063,2021-11,227,62.45,14176.16,0.0667
P5064,2021-11,232,60.29,13988.16,0.1074
P5065,2021-11,227,60.14,13652.68,0.0962
P5066,2021-11,220,60.85,13387.93,0.081
P5067,2021-11,236,63.76,15047.33,0.0726
P5068,2021-11,243,55.54,13495.02,0.0823
P5070,2021-11,224,58.33,13065.04,0.1025
P5073,2021-11,216,57.59,12439.03,0.1053
P5074,2021-11,241,61.7,14870.17,0.0805
P5075,2021-11,225,61.98,13944.42,0.0842
P5076,2021-11,237,56.96,13499.53,0.0818
P5077,2021-11,243,56.73,13784.99,0.1025
P5080,2021-11,233,61.89,14419.95,0.0729
P5081,2021-11,223,60.56,13505.59,0.0887
P5082,2021-11,228,57.86,13192.33,0.0632
P5085,2021-11,239,63.71,15227.68,0.0955
P5086,2021-11,221,64.63,14283.41,0.0974
P5087,2021-11,234,57.35,13419.24,0.0702
P5088,2021-11,239,55.26,13207.65,0.0905
P5089,2021-11,228,63.56,14492.17,0.0849
P5090,2021-11,227,59.79,13572.12,0.0729
P5091,2021-11,219,61.63,13496.1,0.0813
P5092,2021-11,227,58.96,13383.32,0.1059
P5095,2021-11,230,62.02,14264.81,0.0746
P5096,2021-11,217,62.99,13669.58,0.0925
P5098,2021-11,226,56.25,12712.59,0.0716
P5099,2021-11,233,60.63,14127.66,0.0824
P5100,2021-11,233,55.28,12881.3,0.0879
P5101,2021-11,230,57.29,13177.32,0.0947
P5103,2021-11,217,57.33,12441.54,0.0794
P5105,2021-11,218,61.48,13402.57,0.0939
P5106,2021-11,223,56.9,12688.64,0.0799
P5108,2021-11,219,59.86,13108.36,0.073
P5110,2021-11,245,61.39,15041.62,0.0734
P5111,2021-11,244,55.46,13531.9,0.1007
P5112,2021-11,219,62.32,13647.03,0.0885
P5115,2021-11,223,58.97,13150.86,0.1023
P5116,2021-11,217,55.57,12059.1,0.1005
P5117,2021-11,223,56.41,12580.37,0.1015
P5118,2021-11,236,61.06,14409.24,0.0892
P5119,2021-11,221,62.33,13775.36,0.0833
P5120,2021-11,226,64.36,14544.33,0.1032
P5001,2021-12,201,148.47,29842.79,0.0967
P5002,2021-12,218,151.43,33012.68,0.099
P5005,2021-12,199,148.56,29563.74,0.0777
P5007,2021-12,218,148.8,32439.15,0.1074
P5008,2021-12,211,152.66,32212.05,0.0636
P5009,2021-12,194,145.01,28132.55,0.0986
P5010,2021-12,194,146.71,28460.99,0.0625
P5011,2021-12,209,151.69,31703.96,0.0611
P5012,2021-12,205,153.58,31484.89,0.0882
P5013,2021-12,192,148.03,28421.46,0.0828
P5014,2021-12,201,145.54,29253.33,0.0797
P5017,2021-12,203,146.51,29741.56,0.1067
P5020,2021-12,203,146.35,29708.33,0.1054
P5021,2021-12,196,148.72,29148.47,0.0691
P5024,2021-12,215,150.58,32375.12,0.0912
P5025,2021-12,280,48.98,13713.35,0.2597
P5027,2021-12,276,46.2,12751.19,0.2618
P5028,2021-12,286,45.05,12883.74,0.2502
P5029,2021-12,301,47.67,14348.4,0.2414
P5031,2021-12,274,47.72,13074.99,0.2382
P5032,2021-12,299,41.0,12258.23,0.2281
P5033,2021-12,288,48.81,14056.3,0.2259
P5036,2021-12,267,47.53,12690.04,0.2423
P5038,2021-12,282,45.97,12963.35,0.2652
P5039,2021-12,277,48.3,13378.07,0.2287
P5040,2021-12,281,44.29,12445.16,0.2574
P5041,2021-12,296,42.25,12505.63,0.2206
P5044,2021-12,294,45.29,13315.62,0.2684
P5045,2021-12,284,48.7,13830.85,0.2324
P5046,2021-12,270,44.93,12131.83,0.231
P5047,2021-12,269,45.94,12358.88,0.2323
P5049,2021-12,217,59.05,12812.92,0.0729
P5050,2021-12,223,55.11,12290.11,0.0833
P5051,2021-12,223,59.99,13377.04,0.0963
P5052,2021-12,216,56.71,12250.11,0.0768
P5055,2021-12,227,64.35,14607.9,0.0903
P5056,2021-12,241,58.97,14211.83,0.0801
P5059,2021-12,104,57.29,5958.13,0.0609
P5060,2021-12,230,55.97,12872.68,0.1026
P5061,2021-12,239,63.28,15123.9,0.1027
P5063,2021-12,222,56.08,12450.01,0.0872
P5064,2021-12,247,64.81,16008.52,0.0909
P5065,2021-12,224,63.24,14166.62,0.0833
P5066,2021-12,234,60.74,14212.4,0.0658
P5067,2021-12,235,59.69,14027.68,0.1068
P5068,2021-12,231,59.35,13709.55,0.0895
P5070,2021-12,247,60.6,14968.59,0.1047
P5072,2021-12,235,57.68,13555.77,0.0681
P5073,2021-12,244,55.83,13623.41,0.1061
P5074,2021-12,235,56.3,13230.59,0.107
P5075,2021-12,236,63.53,14992.22,0.0815
P5076,2021-12,234,55.37,12956.33,0.0656
P5077,2021-12,242,56.96,13783.39,0.0756
P5080,2021-12,241,56.14,13530.67,0.0609
P5081,2021-12,227,58.32,13239.22,0.0982
P5082,2021-12,242,59.01,14279.54,0.0745
P5085,2021-12,239,62.54,14947.62,0.0668
P5086,2021-12,236,63.24,14924.47,0.0878
P5087,2021-12,235,58.51,13749.27,0.075
P5088,2021-12,224,55.69,12474.18,0.0827
P5089,2021-12,243,56.46,13719.08,0.0683
P5090,2021-12,240,56.01,13442.89,0.0819
P5091,2021-12,223,56.95,12698.84,0.0984
P5092,2021-12,234,64.68,15134.69,0.0907
P5095,2021-12,215,62.75,13490.45,0.0634
P5096,2021-12,220,58.68,12909.28,0.1026
P5098,2021-12,234,62.31,14580.05,0.0769
P5099,2021-12,247,61.25,15129.03,0.0959
P5100,2021-12,237,62.8,14884.07,0.1086
P5101,2021-12,230,58.66,13491.74,0.0644
P5103,2021-12,222,61.7,13697.07,0.072
P5105,2021-12,242,55.11,13335.79,0.0915
P5106,2021-12,242,63.27,15310.14,0.1038
P5108,2021-12,219,62.61,13711.0,0.0995
P5110,2021-12,216,57.92,12511.55,0.0771
P5111,2021-12,230,57.75,13281.87,0.0711
P5112,2021-12,223,59.03,13163.9,0.0667
P5115,2021-12,220,64.23,14131.67,0.1075
P5116,2021-12,233,60.05,13991.0,0.0966
P5117,2021-12,243,62.8,15259.89,0.0637
P5118,2021-12,241,56.92,13718.22,0.092
P5119,2021-12,223,55.73,12428.0,0.0628
P5120,2021-12,234,62.05,14520.45,0.0676
P5001,2022-01,70,170.09,11906.04,0.0901
P5002,2022-01,76,164.64,12513.01,0.0676
P5005,2022-01,70,165.51,11585.95,0.0605
P5007,2022-01,76,167.26,12711.8,0.0704
P5008,2022-01,69,167.35,11546.85,0.0709
P5009,2022-01,72,172.63,12429.22,0.0883
P5010,2022-01,37,171.92,6360.87,0.1057
P5011,2022-01,68,170.58,11599.7,0.0776
P5012,2022-01,68,166.1,11294.87,0.1012
P5013,2022-01,71,169.1,12006.45,0.0808
P5014,2022-01,68,170.71,11608.3,0.0988
P5017,2022-01,76,165.91,12609.19,0.0914
P5019,2022-01,72,165.6,11923.46,0.0801
