model_id,month,units_sold,avg_price,dealership_count,revenue
C1043,2022-06,160,21217,20,3394720
C1044,2022-06,130,29460,11,3829800
C1045,2022-06,17,88721,18,1508257
C1049,2022-06,324,21262,16,6888888
C1051,2022-06,152,20938,15,3182576
C1053,2022-06,101,41323,23,4173623
C1056,2022-06,129,29335,8,3784215
C1057,2022-06,59,86840,12,5123560
C1058,2022-06,59,57568,16,3396512
C1059,2022-06,163,21271,24,3467173
C1061,2022-06,153,21272,17,3254616
C1062,2022-06,171,58216,10,9954936
C1063,2022-06,145,59132,20,8574140
C1066,2022-06,323,29151,12,9415773
C1067,2022-06,82,58440,24,4792080
C1068,2022-06,51,58921,11,3004971
C1069,2022-06,162,21081,25,3415122
C1071,2022-06,121,29027,22,3512267
C1072,2022-06,35,86789,15,3037615
C1074,2022-06,220,29604,24,6512880
C1075,2022-06,125,29596,12,3699500
C1077,2022-06,17,87004,12,1479068
C1078,2022-06,213,20860,16,4443180
C1079,2022-06,164,21255,19,3485820
C1080,2022-06,103,40657,22,4187671
C1081,2022-06,667,28843,12,19238281
C1082,2022-06,155,20860,17,3233300
C1083,2022-06,122,29018,25,3540196
C1086,2022-06,506,21133,8,10693298
C1087,2022-06,63,57950,21,3650850
C1088,2022-06,70,29462,20,2062340
C1089,2022-06,389,29390,19,11432710
C1090,2022-06,315,29511,21,9295965
C1093,2022-06,44,88313,20,3885772
C1094,2022-06,157,58691,22,9214487
C1095,2022-06,16,87357,13,1397712
C1097,2022-06,17,88003,9,1496051
C1102,2022-06,152,20993,22,3190936
C1002,2022-07,118,41427,16,4888386
C1006,2022-07,87,58001,18,5046087
C1007,2022-07,138,29004,22,4002552
C1008,2022-07,169,57688,23,9749272
C1010,2022-07,480,29526,13,14172480
C1011,2022-07,51,86856,12,4429656
C1015,2022-07,127,41395,21,5257165
C1016,2022-07,70,86659,23,6066130
C1017,2022-07,174,29462,12,5126388
C1018,2022-07,261,20819,9,5433759
C1019,2022-07,36,86376,9,3109536
C1020,2022-07,19,87507,8,1662633
C1021,2022-07,416,40357,19,16788512
C1022,2022-07,153,58032,18,8878896
C1023,2022-07,869,29469,23,25608561
C1024,2022-07,156,57622,25,8989032
C1025,2022-07,203,58245,22,11823735
C1026,2022-07,28,88076,21,2466128
C1028,2022-07,26,88018,9,2288468
C1029,2022-07,27,88094,18,2378538
C1030,2022-07,26,86592,20,2251392
C1031,2022-07,76,88426,23,6720376
C1033,2022-07,26,87932,17,2286232
C1034,2022-07,26,87685,22,2279810
C1035,2022-07,28,87525,9,2450700
C1036,2022-07,132,86951,19,11477532
C1037,2022-07,31,87131,23,2701061
C1039,2022-07,392,21106,13,8273552
C1040,2022-07,168,20884,14,3508512
C1041,2022-07,428,21298,12,9115544
C1043,2022-07,165,20956,12,3457740
C1044,2022-07,140,29179,22,4085060
C1045,2022-07,18,87273,25,1570914
C1049,2022-07,359,21099,21,7574541
C1051,2022-07,165,20708,20,3416820
C1053,2022-07,117,40656,15,4756752
C1056,2022-07,142,28990,14,4116580
C1057,2022-07,69,86424,20,5963256
C1058,2022-07,62,58465,25,3624830
C1059,2022-07,180,20807,18,3745260
C1061,2022-07,171,21251,11,3633921
C1062,2022-07,189,58592,9,11073888
C1063,2022-07,164,58162,15,9538568
C1066,2022-07,369,28825,20,10636425
C1067,2022-07,93,57876,15,5382468
C1068,2022-07,62,57846,18,3586452
C1069,2022-07,178,20719,15,3687982
C1071,2022-07,134,29083,16,3897122
C1072,2022-07,39,87298,16,3404622
C1073,2022-07,114,40646,13,4633644
C1074,2022-07,247,29592,11,7309224
C1075,2022-07,137,29311,8,4015607
C1077,2022-07,19,87770,11,1667630
C1078,2022-07,248,21129,21,5239992
C1079,2022-07,165,21037,11,3471105
C1080,2022-07,111,40324,8,4475964
C1081,2022-07,333,29570,16,9846810
C1082,2022-07,180,21134,10,3804120
C1083,2022-07,136,29103,19,3958008
C1086,2022-07,555,21185,8,11757675
C1087,2022-07,76,57695,22,4384820
C1088,2022-07,140,29400,21,4116000
C1089,2022-07,173,29230,8,5056790
C1090,2022-07,352,29017,21,10213984
C1093,2022-07,49,86416,19,4234384
C1094,2022-07,162,58365,8,9455130
C1095,2022-07,18,88285,16,1589130
C1097,2022-07,18,87610,17,1576980
C1098,2022-07,57,58093,11,3311301
C1102,2022-07,169,20745,16,3505905
C1002,2022-08,120,41024,16,4922880
C1006,2022-08,87,58449,9,5085063
C1007,2022-08,143,29309,22,4191187
C1008,2022-08,176,57675,11,10150800
C1010,2022-08,460,28785,19,13241100
C1011,2022-08,49,86424,14,4234776
C1015,2022-08,135,40453,14,5461155
C1016,2022-08,66,87764,21,5792424
C1017,2022-08,170,28888,18,4910960
C1018,2022-08,282,21066,15,5940612
C1019,2022-08,36,88641,14,3191076
C1020,2022-08,19,88445,10,1680455
C1021,2022-08,396,41237,22,16329852
C1022,2022-08,79,58763,25,4642277
C1023,2022-08,412,28817,13,11872604
C1024,2022-08,157,57896,18,9089672
C1025,2022-08,216,57787,24,12481992
C1026,2022-08,26,86448,12,2247648
C1028,2022-08,28,87708,25,2455824
C1029,2022-08,27,87570,14,2364390
C1030,2022-08,26,87729,10,2280954
C1031,2022-08,77,88405,13,6807185
C1033,2022-08,9,86681,11,780129
C1034,2022-08,27,86407,21,2332989
C1035,2022-08,27,87871,14,2372517
C1036,2022-08,61,86394,11,5270034
C1037,2022-08,33,86477,21,2853741
C1039,2022-08,404,20850,13,8423400
C1040,2022-08,180,21056,19,3790080
C1041,2022-08,422,21004,10,8863688
C1043,2022-08,173,21085,8,3647705
C1044,2022-08,138,29052,9,4009176
C1045,2022-08,19,88537,15,1682203
C1049,2022-08,374,21195,21,7926930
C1051,2022-08,176,20955,22,3688080
C1053,2022-08,111,40633,18,4510263
C1056,2022-08,135,28830,21,3892050
C1057,2022-08,64,87588,16,5605632
C1058,2022-08,69,57699,19,3981231
C1059,2022-08,175,20849,8,3648575
C1060,2022-08,144,28986,12,4173984
C1061,2022-08,168,20956,25,3520608
C1062,2022-08,192,58918,11,11312256
C1063,2022-08,160,57585,8,9213600
C1066,2022-08,390,29437,15,11480430
C1067,2022-08,92,58054,23,5340968
C1068,2022-08,64,58071,13,3716544
C1069,2022-08,174,20742,15,3609108
C1071,2022-08,139,28811,20,4004729
C1072,2022-08,42,87955,15,3694110
C1073,2022-08,117,40835,19,4777695
C1074,2022-08,258,29562,19,7626996
C1075,2022-08,140,28884,11,4043760
C1077,2022-08,19,88654,8,1684426
C1078,2022-08,259,21087,24,5461533
C1079,2022-08,168,20869,21,3505992
C1080,2022-08,111,40367,14,4480737
C1081,2022-08,363,29151,10,10581813
C1082,2022-08,166,20803,16,3453298
C1083,2022-08,141,29250,24,4124250
C1086,2022-08,555,20933,24,11617815
C1087,2022-08,77,57975,20,4464075
C1088,2022-08,139,29109,13,4046151
C1089,2022-08,447,28790,14,12869130
C1090,2022-08,385,29422,19,11327470
C1093,2022-08,51,86430,10,4407930
C1094,2022-08,174,59122,22,10287228
C1095,2022-08,18,86835,21,1563030
C1096,2022-08,116,41261,17,4786276
C1097,2022-08,18,88409,19,1591362
C1098,2022-08,59,59035,12,3483065
C1102,2022-08,182,21292,22,3875144
C1002,2022-09,103,40822,22,4204666
C1006,2022-09,83,57608,19,4781464
C1007,2022-09,124,29335,19,3637540
C1008,2022-09,151,57931,22,8747581
C1010,2022-09,428,29510,25,12630280
C1011,2022-09,46,88480,17,4070080
C1015,2022-09,126,40442,16,5095692
C1016,2022-09,62,86739,12,5377818
C1017,2022-09,162,28777,24,4661874
C1018,2022-09,257,20784,17,5341488
C1019,2022-09,32,88819,9,2842208
C1020,2022-09,18,86888,17,1563984
C1021,2022-09,364,40961,9,14909804
C1022,2022-09,143,58926,16,8426418
C1023,2022-09,377,29549,14,11139973
C1024,2022-09,146,57692,21,8423032
C1025,2022-09,198,58678,13,11618244
C1026,2022-09,25,86439,21,2160975
C1028,2022-09,25,88306,22,2207650
C1029,2022-09,25,87448,12,2186200
C1030,2022-09,25,88179,20,2204475
C1031,2022-09,38,86630,23,3291940
C1033,2022-09,25,87926,12,2198150
C1034,2022-09,24,88097,9,2114328
C1035,2022-09,24,86904,20,2085696
C1036,2022-09,57,87028,22,4960596
C1037,2022-09,33,87577,22,2890041
C1039,2022-09,360,20927,13,7533720
C1040,2022-09,154,20870,21,3213980
C1041,2022-09,395,20839,14,8231405
C1043,2022-09,152,21242,19,3228784
C1044,2022-09,131,29112,13,3813672
C1045,2022-09,16,87961,12,1407376
C1049,2022-09,356,20967,24,7464252
C1051,2022-09,164,21273,22,3488772
C1053,2022-09,109,40410,24,4404690
C1056,2022-09,131,29403,11,3851793
C1057,2022-09,61,86514,23,5277354
C1058,2022-09,65,57938,10,3765970
C1059,2022-09,154,20799,22,3203046
C1060,2022-09,128,29383,13,3761024
C1061,2022-09,157,20989,14,3295273
C1062,2022-09,182,58926,13,10724532
C1063,2022-09,146,58186,15,8495156
C1066,2022-09,356,28898,24,10287688
C1067,2022-09,90,59118,22,5320620
C1068,2022-09,59,57680,10,3403120
C1069,2022-09,153,21315,20,3261195
C1071,2022-09,121,29267,20,3541307
C1072,2022-09,37,88723,21,3282751
C1073,2022-09,107,40883,20,4374481
C1074,2022-09,224,28983,21,6492192
C1075,2022-09,129,29322,19,3782538
C1077,2022-09,17,87401,13,1485817
C1078,2022-09,250,20785,10,5196250
C1079,2022-09,160,20752,19,3320320
C1080,2022-09,101,40786,8,4119386
C1081,2022-09,325,28938,21,9404850
C1082,2022-09,157,21298,12,3343786
C1083,2022-09,126,29122,24,3669372
C1084,2022-09,52,58956,8,3065712
C1086,2022-09,501,21103,12,10572603
C1087,2022-09,68,58383,23,3970044
C1088,2022-09,130,28841,16,3749330
C1089,2022-09,402,29143,11,11715486
C1090,2022-09,356,29490,12,10498440
C1093,2022-09,48,87685,11,4208880
C1094,2022-09,164,58372,14,9573008
C1095,2022-09,17,87706,23,1491002
C1096,2022-09,113,40855,16,4616615
C1097,2022-09,16,86458,12,1383328
C1098,2022-09,57,58513,10,3335241
C1102,2022-09,160,20793,23,3326880
C1002,2022-10,92,40674,25,3742008
C1006,2022-10,74,58580,22,4334920
C1007,2022-10,109,29113,17,3173317
C1008,2022-10,147,58830,22,8648010
C1009,2022-10,91,41240,18,3752840
C1010,2022-10,403,28980,17,11678940
C1011,2022-10,39,88169,20,3438591
C1015,2022-10,109,40563,24,4421367
C1016,2022-10,58,86322,18,5006676
C1017,2022-10,151,28818,8,4351518
C1018,2022-10,229,21149,23,4843121
C1019,2022-10,29,88790,19,2574910
C1020,2022-10,37,86447,16,3198539
C1021,2022-10,731,40320,21,29473920
C1022,2022-10,127,58128,8,7382256
C1023,2022-10,353,29338,12,10356314
C1024,2022-10,136,57537,17,7825032
C1025,2022-10,168,57517,13,9662856
C1026,2022-10,15,87256,13,1308840
C1028,2022-10,14,88581,24,1240134
C1029,2022-10,14,87119,16,1219666
C1030,2022-10,15,88443,9,1326645
C1031,2022-10,46,87901,10,4043446
C1033,2022-10,14,87041,8,1218574
C1034,2022-10,15,86524,24,1297860
C1035,2022-10,15,87992,17,1319880
C1036,2022-10,37,86956,11,3217372
C1037,2022-10,19,87913,8,1670347
C1039,2022-10,337,20890,20,7039930
C1040,2022-10,142,21055,11,2989810
C1041,2022-10,343,20892,16,7165956
C1043,2022-10,144,20875,14,3006000
C1044,2022-10,111,29028,10,3222108
C1045,2022-10,15,86380,13,1295700
C1049,2022-10,328,21304,21,6987712
C1050,2022-10,112,28885,20,3235120
C1051,2022-10,136,20872,11,2838592
C1052,2022-10,117,29604,10,3463668
C1053,2022-10,97,41139,25,3990483
C1056,2022-10,114,29060,25,3312840
C1057,2022-10,55,87949,11,4837195
C1058,2022-10,59,58672,25,3461648
C1059,2022-10,140,20870,10,2921800
C1060,2022-10,109,29188,21,3181492
C1061,2022-10,140,20865,23,2921100
C1062,2022-10,162,58637,15,9499194
C1063,2022-10,144,57590,21,8292960
C1064,2022-10,45,58732,18,2642940
C1066,2022-10,322,28992,22,9335424
C1067,2022-10,75,57643,13,4323225
C1068,2022-10,56,58631,18,3283336
C1069,2022-10,137,21090,17,2889330
C1071,2022-10,108,29107,13,3143556
C1072,2022-10,35,87094,21,3048290
C1073,2022-10,96,40302,8,3868992
C1074,2022-10,216,29011,10,6266376
C1075,2022-10,116,29298,8,3398568
C1077,2022-10,14,88272,10,1235808
C1078,2022-10,227,20857,12,4734539
C1079,2022-10,140,20976,10,2936640
C1080,2022-10,95,40312,19,3829640
C1081,2022-10,283,29000,21,8207000
C1082,2022-10,141,21200,8,2989200
C1083,2022-10,115,29288,18,3368120
C1084,2022-10,47,57688,24,2711336
C1086,2022-10,483,20938,11,10113054
C1087,2022-10,68,58464,11,3975552
C1088,2022-10,108,29011,25,3133188
C1089,2022-10,362,29184,13,10564608
C1090,2022-10,314,29046,22,9120444
C1093,2022-10,42,87315,23,3667230
C1094,2022-10,136,58403,17,7942808
C1095,2022-10,14,88525,12,1239350
C1096,2022-10,102,40903,10,4172106
C1097,2022-10,15,87790,21,1316850
C1098,2022-10,51,58063,21,2961213
C1099,2022-10,108,29029,11,3135132
C1102,2022-10,134,20826,16,2790684
C1002,2022-11,95,41078,11,3902410
C1006,2022-11,77,59101,24,4550777
C1007,2022-11,115,29348,23,3375020
C1008,2022-11,142,57660,19,8187720
C1009,2022-11,100,41083,17,4108300
C1010,2022-11,401,29611,10,11874011
C1011,2022-11,43,88307,8,3797201
C1015,2022-11,117,41365,8,4839705
C1016,2022-11,58,86408,20,5011664
C1017,2022-11,150,29474,20,4421100
C1018,2022-11,243,21155,9,5140665
C1019,2022-11,30,87567,9,2627010
C1020,2022-11,38,86965,23,3304670
C1021,2022-11,360,40757,25,14672520
C1022,2022-11,71,57654,24,4093434
C1023,2022-11,328,28807,23,9448696
C1024,2022-11,141,58248,13,8212968
C1025,2022-11,169,58105,18,9819745
C1026,2022-11,15,88678,16,1330170
C1028,2022-11,14,87733,22,1228262
C1029,2022-11,15,86379,15,1295685
C1030,2022-11,15,88363,9,1325445
C1031,2022-11,45,88744,17,3993480
C1033,2022-11,15,86882,23,1303230
C1034,2022-11,14,87361,20,1223054
C1035,2022-11,15,86789,13,1301835
C1036,2022-11,37,87756,15,3246972
C1037,2022-11,20,88339,12,1766780
C1039,2022-11,339,20947,9,7101033
C1040,2022-11,140,20831,15,2916340
C1041,2022-11,366,21166,20,7746756
C1043,2022-11,142,20871,12,2963682
C1044,2022-11,111,28902,12,3208122
C1045,2022-11,15,88803,15,1332045
C1049,2022-11,340,21201,12,7208340
C1050,2022-11,117,29492,10,3450564
C1051,2022-11,135,20928,14,2825280
C1052,2022-11,112,28847,23,3230864
C1053,2022-11,96,41198,11,3955008
C1056,2022-11,111,29349,13,3257739
C1057,2022-11,57,87336,23,4978152
C1058,2022-11,57,58139,11,3313923
C1059,2022-11,137,20849,25,2856313
C1060,2022-11,112,29559,21,3310608
C1061,2022-11,137,20762,15,2844394
C1062,2022-11,152,58153,22,8839256
C1063,2022-11,138,58344,20,8051472
C1064,2022-11,47,57859,19,2719373
C1066,2022-11,307,28883,10,8867081
C1067,2022-11,79,59092,17,4668268
C1068,2022-11,55,58322,16,3207710
C1069,2022-11,135,20855,12,2815425
C1071,2022-11,111,29501,23,3274611
C1072,2022-11,33,86274,17,2847042
C1073,2022-11,92,40604,24,3735568
C1074,2022-11,214,29169,14,6242166
C1075,2022-11,118,29514,18,3482652
C1077,2022-11,14,86678,11,1213492
C1078,2022-11,234,21232,8,4968288
C1079,2022-11,146,21200,8,3095200
C1080,2022-11,96,41346,21,3969216
C1081,2022-11,299,28874,19,8633326
C1082,2022-11,143,20864,22,2983552
C1083,2022-11,117,29436,9,3444012
C1084,2022-11,48,58608,13,2813184
C1086,2022-11,451,21062,13,9498962
C1087,2022-11,65,58031,19,3772015
C1088,2022-11,116,28941,14,3357156
C1089,2022-11,359,29286,18,10513674
C1090,2022-11,306,29025,23,8881650
C1093,2022-11,43,87907,22,3780001
C1094,2022-11,138,58810,11,8115780
C1095,2022-11,14,88128,20,1233792
C1096,2022-11,101,40857,19,4126557
C1097,2022-11,15,87544,11,1313160
C1098,2022-11,55,58808,9,3234440
C1099,2022-11,109,29146,16,3176914
C1102,2022-11,138,20916,25,2886408
C1002,2022-12,103,41166,11,4240098
C1003,2022-12,121,29472,15,3566112
C1006,2022-12,89,57749,10,5139661
C1007,2022-12,130,29470,21,3831100
C1008,2022-12,155,59157,22,9169335
C1009,2022-12,112,41204,22,4614848
C1010,2022-12,440,28877,24,12705880
C1011,2022-12,48,86621,18,4157808
C1015,2022-12,139,40252,9,5595028
C1016,2022-12,68,88513,25,6018884
C1017,2022-12,182,29526,19,5373732
C1018,2022-12,264,20852,25,5504928
C1019,2022-12,36,87308,18,3143088
C1020,2022-12,21,86790,15,1822590
C1021,2022-12,407,41307,15,16811949
C1022,2022-12,150,58834,19,8825100
C1023,2022-12,379,29060,12,11013740
C1024,2022-12,150,58124,22,8718600
C1025,2022-12,204,57651,13,11760804
C1026,2022-12,17,86397,23,1468749
C1028,2022-12,17,87818,19,1492906
C1029,2022-12,16,86352,20,1381632
C1030,2022-12,16,88559,12,1416944
C1031,2022-12,19,86346,25,1640574
C1033,2022-12,16,88674,24,1418784
C1034,2022-12,17,87489,17,1487313
C1035,2022-12,17,86829,10,1476093
C1036,2022-12,42,87556,23,3677352
C1037,2022-12,23,87647,23,2015881
C1039,2022-12,408,20707,14,8448456
C1040,2022-12,163,21207,22,3456741
C1041,2022-12,405,20787,9,8418735
C1043,2022-12,153,20776,16,3178728
C1044,2022-12,128,29462,10,3771136
C1045,2022-12,16,87500,12,1400000
C1049,2022-12,387,21304,22,8244648
C1050,2022-12,131,28939,9,3791009
C1051,2022-12,156,21087,15,3289572
C1052,2022-12,124,28983,23,3593892
C1053,2022-12,107,41015,18,4388605
C1056,2022-12,126,28854,25,3635604
C1057,2022-12,61,87651,24,5346711
C1058,2022-12,72,57606,14,4147632
C1059,2022-12,152,20942,17,3183184
C1060,2022-12,128,28806,19,3687168
C1061,2022-12,164,20780,18,3407920
C1062,2022-12,186,58580,19,10895880
C1063,2022-12,156,57547,14,8977332
C1064,2022-12,54,59091,23,3190914
C1066,2022-12,375,29580,23,11092500
C1067,2022-12,88,57729,11,5080152
C1068,2022-12,67,58833,20,3941811
C1069,2022-12,153,21238,12,3249414
C1071,2022-12,126,29383,21,3702258
C1072,2022-12,39,87245,17,3402555
C1073,2022-12,105,40878,15,4292190
C1074,2022-12,244,28848,22,7038912
C1075,2022-12,128,29123,9,3727744
C1077,2022-12,17,88760,10,1508920
C1078,2022-12,125,21118,19,2639750
C1079,2022-12,151,20752,11,3133552
C1080,2022-12,108,40932,22,4420656
C1081,2022-12,353,29087,25,10267711
C1082,2022-12,160,21034,20,3365440
C1083,2022-12,123,28802,22,3542646
C1084,2022-12,59,58288,16,3438992
C1086,2022-12,535,21238,24,11362330
C1087,2022-12,80,59038,10,4723040
C1088,2022-12,124,28779,11,3568596
C1089,2022-12,404,29406,19,11880024
C1090,2022-12,354,28927,15,10240158
C1093,2022-12,47,86340,22,4057980
C1094,2022-12,158,58347,9,9218826
C1095,2022-12,17,86907,19,1477419
C1096,2022-12,127,40645,12,5161915
C1097,2022-12,17,86270,19,1466590
C1098,2022-12,63,58132,23,3662316
C1099,2022-12,127,29486,14,3744722
C1102,2022-12,158,21109,21,3335222
C1002,2023-01,113,41385,14,4676505
C1003,2023-01,133,29399,23,3910067
C1006,2023-01,74,57754,16,4273796
C1007,2023-01,142,28876,19,4100392
C1008,2023-01,146,58644,11,8562024
C1009,2023-01,134,41247,21,5527098
C1010,2023-01,529,29364,13,15533556
C1011,2023-01,83,88561,10,7350563
C1015,2023-01,160,40455,11,6472800
C1016,2023-01,110,88335,17,9716850
C1017,2023-01,197,29152,23,5742944
C1018,2023-01,307,21281,15,6533267
C1019,2023-01,59,86913,12,5127867
C1020,2023-01,38,88184,23,3350992
C1021,2023-01,436,40384,16,17607424
C1022,2023-01,135,58244,22,7862940
C1023,2023-01,447,29344,11,13116768
C1024,2023-01,139,57740,17,8025860
C1025,2023-01,170,57707,16,9810190
C1026,2023-01,30,88184,20,2645520
C1027,2023-01,30,86731,8,2601930
C1028,2023-01,29,86416,12,2506064
C1029,2023-01,29,86571,11,2510559
C1030,2023-01,30,87304,15,2619120
C1031,2023-01,170,88179,23,14990430
C1033,2023-01,29,86856,13,2518824
C1034,2023-01,29,88153,15,2556437
C1035,2023-01,29,87387,8,2534223
C1036,2023-01,73,88493,12,6459989
C1037,2023-01,41,86565,18,3549165
C1039,2023-01,438,20774,19,9099012
C1040,2023-01,180,21318,16,3837240
C1041,2023-01,454,21243,24,9644322
C1043,2023-01,173,21171,20,3662583
C1044,2023-01,133,29575,17,3933475
C1045,2023-01,29,86427,13,2506383
C1049,2023-01,432,20776,8,8975232
C1050,2023-01,138,29360,12,4051680
C1051,2023-01,177,20942,16,3706734
C1052,2023-01,144,29262,22,4213728
C1053,2023-01,116,40939,14,4748924
C1056,2023-01,133,29372,14,3906476
C1057,2023-01,110,87189,17,9590790
C1058,2023-01,63,59201,23,3729663
C1059,2023-01,166,20898,21,3469068
C1060,2023-01,136,29074,15,3954064
C1061,2023-01,168,21183,20,3558744
C1062,2023-01,157,57673,25,9054661
C1063,2023-01,144,57839,13,8328816
C1064,2023-01,51,57758,13,2945658
C1066,2023-01,387,28767,19,11132829
C1067,2023-01,80,57690,10,4615200
C1068,2023-01,60,57911,14,3474660
C1069,2023-01,177,21190,11,3750630
C1071,2023-01,137,29230,20,4004510
C1072,2023-01,70,86406,11,6048420
C1073,2023-01,118,41188,24,4860184
C1074,2023-01,267,29068,25,7761156
C1075,2023-01,135,29433,17,3973455
C1077,2023-01,28,88607,25,2480996
C1078,2023-01,288,20944,24,6031872
C1079,2023-01,180,20986,25,3777480
C1080,2023-01,119,40362,18,4803078
C1081,2023-01,386,29517,12,11393562
C1082,2023-01,181,20724,19,3751044
C1083,2023-01,137,29311,13,4015607
C1084,2023-01,51,58053,15,2960703
C1086,2023-01,586,21182,9,12412652
C1087,2023-01,70,59075,15,4135250
C1088,2023-01,143,28838,23,4123834
C1089,2023-01,461,29504,16,13601344
C1090,2023-01,416,29518,19,12279488
C1093,2023-01,174,86637,23,15074838
C1094,2023-01,149,58165,13,8666585
C1095,2023-01,27,87920,12,2373840
C1096,2023-01,139,40798,8,5670922
C1097,2023-01,29,88224,21,2558496
C1098,2023-01,57,58244,15,3319908
C1099,2023-01,140,29057,21,4067980
C1102,2023-01,176,20926,22,3682976
C1002,2023-02,120,40742,24,4889040
C1003,2023-02,134,29485,8,3950990
C1006,2023-02,76,58684,19,4459984
C1007,2023-02,144,29322,8,4222368
C1008,2023-02,146,59028,14,8618088
C1009,2023-02,134,41286,23,5532324
C1010,2023-02,519,28945,13,15022455
C1011,2023-02,81,87683,12,7102323
C1012,2023-02,113,40367,23,4561471
C1015,2023-02,151,41385,11,6249135
C1016,2023-02,114,86878,14,9904092
C1017,2023-02,213,29046,16,6186798
C1018,2023-02,303,21009,10,6365727
C1019,2023-02,60,86814,24,5208840
C1020,2023-02,37,88521,22,3275277
C1021,2023-02,452,41410,10,18717320
C1022,2023-02,132,58295,12,7694940
C1023,2023-02,428,29540,9,12643120
C1024,2023-02,144,57925,16,8341200
C1025,2023-02,170,58756,15,9988520
C1026,2023-02,30,87842,15,2635260
C1027,2023-02,29,87598,14,2540342
C1028,2023-02,29,88178,9,2557162
C1029,2023-02,28,86668,24,2426704
C1030,2023-02,29,88184,10,2557336
C1031,2023-02,47,87114,19,4094358
C1033,2023-02,28,87293,12,2444204
C1034,2023-02,29,87446,9,2535934
C1035,2023-02,27,87008,9,2349216
C1036,2023-02,72,88409,24,6365448
C1037,2023-02,44,87978,11,3871032
C1039,2023-02,449,20867,21,9369283
C1040,2023-02,169,20982,15,3545958
C1041,2023-02,459,21187,11,9724833
C1043,2023-02,92,20966,8,1928872
C1044,2023-02,144,29255,11,4212720
C1045,2023-02,29,87460,18,2536340
C1049,2023-02,422,20834,8,8791948
C1050,2023-02,139,29170,10,4054630
C1051,2023-02,181,20803,13,3765343
C1052,2023-02,144,29198,10,4204512
C1053,2023-02,45,40411,11,1818495
C1056,2023-02,135,29188,10,3940380
C1057,2023-02,110,87471,17,9621810
C1058,2023-02,62,59201,13,3670462
C1059,2023-02,178,20955,18,3729990
C1060,2023-02,142,29299,19,4160458
C1061,2023-02,177,20942,24,3706734
C1062,2023-02,170,59120,14,10050400
C1063,2023-02,147,58006,17,8526882
C1064,2023-02,54,58893,14,3180222
C1066,2023-02,393,29156,15,11458308
C1067,2023-02,83,57887,8,4804621
C1068,2023-02,63,58284,17,3671892
C1069,2023-02,179,21225,15,3799275
C1071,2023-02,140,29377,10,4112780
C1072,2023-02,69,88098,13,6078762
C1073,2023-02,115,41303,22,4749845
C1074,2023-02,276,29380,21,8108880
C1075,2023-02,135,29205,21,3942675
C1077,2023-02,27,86535,25,2336445
C1078,2023-02,286,20817,24,5953662
C1079,2023-02,167,20758,19,3466586
C1080,2023-02,112,40637,14,4551344
C1081,2023-02,377,29066,13,10957882
C1082,2023-02,166,21137,14,3508742
C1083,2023-02,144,29293,23,4218192
C1084,2023-02,56,57951,8,3245256
C1086,2023-02,573,21075,17,12075975
C1087,2023-02,70,58337,10,4083590
C1088,2023-02,133,29013,19,3858729
C1089,2023-02,460,29463,8,13552980
C1090,2023-02,170,29395,19,4997150
C1093,2023-02,88,86601,8,7620888
C1094,2023-02,150,58301,8,8745150
C1095,2023-02,28,88789,17,2486092
C1096,2023-02,143,40492,23,5790356
C1097,2023-02,27,87700,15,2367900
C1098,2023-02,57,58047,25,3308679
C1099,2023-02,141,29028,10,4092948
C1102,2023-02,180,20937,17,3768660
C1002,2023-03,102,40515,8,4132530
C1003,2023-03,121,29511,12,3570831
C1006,2023-03,70,59084,14,4135880
C1007,2023-03,127,29305,23,3721735
C1008,2023-03,139,58398,13,8117322
C1009,2023-03,125,40552,14,5069000
C1010,2023-03,454,28978,20,13156012
C1011,2023-03,153,86407,22,13220271
C1012,2023-03,108,40289,10,4351212
C1015,2023-03,153,41269,24,6314157
C1016,2023-03,100,87054,8,8705400
C1017,2023-03,199,28755,13,5722245
C1018,2023-03,276,21236,11,5861136
C1019,2023-03,58,87044,20,5048552
C1020,2023-03,35,88713,9,3104955
C1021,2023-03,405,40262,23,16306110
C1022,2023-03,117,57546,10,6732882
C1023,2023-03,405,29230,21,11838150
C1024,2023-03,125,57596,25,7199500
C1025,2023-03,162,57739,11,9353718
C1026,2023-03,25,88292,17,2207300
C1027,2023-03,29,87508,24,2537732
C1028,2023-03,25,88378,24,2209450
C1029,2023-03,25,87474,14,2186850
C1030,2023-03,26,87819,19,2283294
C1031,2023-03,86,86865,24,7470390
C1033,2023-03,25,88605,16,2215125
C1034,2023-03,25,88358,23,2208950
C1035,2023-03,26,86900,12,2259400
C1036,2023-03,68,86256,12,5865408
C1037,2023-03,41,88005,22,3608205
C1039,2023-03,811,21094,12,17107234
C1040,2023-03,157,21077,23,3309089
C1041,2023-03,433,21157,8,9160981
C1043,2023-03,150,20737,11,3110550
C1044,2023-03,120,28997,8,3479640
C1045,2023-03,27,87759,23,2369493
C1049,2023-03,389,21255,15,8268195
C1050,2023-03,126,29301,23,3691926
C1051,2023-03,153,20883,11,3195099
C1052,2023-03,125,29603,23,3700375
C1053,2023-03,101,41119,8,4153019
C1056,2023-03,129,29350,20,3786150
C1057,2023-03,101,88721,13,8960821
C1058,2023-03,61,59143,25,3607723
C1059,2023-03,156,21060,10,3285360
C1060,2023-03,126,29214,23,3680964
C1061,2023-03,154,20781,22,3200274
C1062,2023-03,153,57516,8,8799948
